method,time,interfaceFaces,heartPhiE_L1,heartPhiE_L2,heartPhiE_Linf,bathPhiE_L1,bathPhiE_L2,bathPhiE_Linf,x0PhiE_L1,x0PhiE_L2,x0PhiE_Linf,x1PhiE_L1,x1PhiE_L2,x1PhiE_Linf,x0TraceJump_L1,x0TraceJump_L2,x0TraceJump_Linf,x1TraceJump_L1,x1TraceJump_L2,x1TraceJump_Linf,x0HeartFlux_L1,x0HeartFlux_L2,x0HeartFlux_Linf,x0BathFlux_L1,x0BathFlux_L2,x0BathFlux_Linf,x0FluxJump_L1,x0FluxJump_L2,x0FluxJump_Linf,x1HeartFlux_L1,x1HeartFlux_L2,x1HeartFlux_Linf,x1BathFlux_L1,x1BathFlux_L2,x1BathFlux_Linf,x1FluxJump_L1,x1FluxJump_L2,x1FluxJump_Linf,xMinPhiE_L1,xMinPhiE_L2,xMinPhiE_Linf,xMaxFlux_L1,xMaxFlux_L2,xMaxFlux_Linf,sidesFlux_L1,sidesFlux_L2,sidesFlux_Linf,exteriorFluxIntegral
naiveLinearSigmaTotal,0.0178571,200,0.0333204,0.0333952,0.0364473,0.0333267,0.0471307,0.0666569,0.0161259,0.0161259,0.0161259,0.0505259,0.0505259,0.0505259,0.0325288,0.0325288,0.0325291,0.032529,0.032529,0.0325313,0.00310318,0.00310318,0.00310356,3.48948e-07,3.48948e-07,3.48948e-07,0.00310283,0.00310283,0.00310322,0.00310848,0.00310848,0.003111,5.7436e-07,5.7436e-07,5.7436e-07,0.00310905,0.00310905,0.00311158,0,0,0,2.7075e-09,2.7075e-09,2.7075e-09,0,0,0,2.30827e-08
