Dimension,N,Solver,L1_Vm,L2_Vm,Linf_Vm,L1_D,L2_D,Linf_D,L1_lambda,L2_lambda,Linf_lambda,L1_Ta,L2_Ta,Linf_Ta
3D,40,implicit,0.0483696,0.0558955,0.148426,0.00106552,0.00150651,0.00463837,0.00641901,0.00925913,0.0322596,19.9903,26.1604,63.4176
