method,time,interfaceFaces,heartPhiE_L1,heartPhiE_L2,heartPhiE_Linf,bathPhiE_L1,bathPhiE_L2,bathPhiE_Linf,x0PhiE_L1,x0PhiE_L2,x0PhiE_Linf,x1PhiE_L1,x1PhiE_L2,x1PhiE_Linf,x0TraceJump_L1,x0TraceJump_L2,x0TraceJump_Linf,x1TraceJump_L1,x1TraceJump_L2,x1TraceJump_Linf,x0HeartFlux_L1,x0HeartFlux_L2,x0HeartFlux_Linf,x0BathFlux_L1,x0BathFlux_L2,x0BathFlux_Linf,x0FluxJump_L1,x0FluxJump_L2,x0FluxJump_Linf,x1HeartFlux_L1,x1HeartFlux_L2,x1HeartFlux_Linf,x1BathFlux_L1,x1BathFlux_L2,x1BathFlux_Linf,x1FluxJump_L1,x1FluxJump_L2,x1FluxJump_Linf,xMinPhiE_L1,xMinPhiE_L2,xMinPhiE_Linf,xMaxFlux_L1,xMaxFlux_L2,xMaxFlux_Linf,sidesFlux_L1,sidesFlux_L2,sidesFlux_Linf,exteriorFluxIntegral
naiveLinearSigmaTotal,0.0178571,488,0.0173632,0.0174715,0.0235293,0.0176175,0.0247205,0.0397836,0.00964077,0.00985493,0.0149231,0.0252853,0.0253622,0.0317213,0.0166138,0.0167456,0.0208233,0.0169805,0.0171133,0.0220074,0.00366218,0.00384635,0.00635672,0.000360047,0.000452954,0.00123319,0.00400938,0.00414357,0.0065315,0.00385159,0.00406809,0.00685875,0.000371046,0.000446325,0.00114,0.00421104,0.00437945,0.00721714,0,0,0,2.7075e-09,2.7075e-09,2.7075e-09,0,0,0,2.78784e-09
