# time  E1  E2  E3  E4  E5
9.82142700e-02  -8.78512825e-07  -6.42029645e-07  -2.30457709e-03  3.34590703e-03  -9.81636464e-04
1.96428540e-01  -3.06048059e-07  -3.07333004e-07  -2.41864784e-03  3.51012507e-03  -1.02962918e-03
