# time  E1  E2  E3  E4  E5
1.00896750e-01  -1.49590765e-07  -9.88316320e-08  -2.38517383e-03  3.62653684e-03  -1.07070226e-03
1.99551350e-01  -2.89080025e-08  -5.84048693e-08  -2.49357700e-03  3.79042818e-03  -1.11911580e-03
