Manufactured pseudo-ECG summary
samples 22
dimension 3D
qChecks 6 12 24 48
qReference 96
Electrode  L1_err_ref  L2_err_ref  Linf_err_ref  L1_err_q6  L2_err_q6  Linf_err_q6  L1_delta_q6_ref  L2_delta_q6_ref  Linf_delta_q6_ref  L1_err_q12  L2_err_q12  Linf_err_q12  L1_delta_q12_ref  L2_delta_q12_ref  Linf_delta_q12_ref  L1_err_q24  L2_err_q24  Linf_err_q24  L1_delta_q24_ref  L2_delta_q24_ref  Linf_delta_q24_ref  L1_err_q48  L2_err_q48  Linf_err_q48  L1_delta_q48_ref  L2_delta_q48_ref  Linf_delta_q48_ref
E1 6.41651e-07 6.81855e-07 8.97301e-07 6.41651e-07 6.81855e-07 8.97301e-07 1.20852e-17 1.20892e-17 1.25927e-17 6.41651e-07 6.81855e-07 8.97301e-07 1.00058e-17 1.00091e-17 1.04259e-17 6.41651e-07 6.81855e-07 8.97301e-07 2.12461e-18 2.12531e-18 2.21381e-18 6.41651e-07 6.81855e-07 8.97301e-07 1.51817e-19 1.51867e-19 1.58191e-19
E2 4.8485e-07 5.14086e-07 6.69255e-07 4.8485e-07 5.14086e-07 6.69255e-07 1.4133e-17 1.41377e-17 1.47264e-17 4.8485e-07 5.14086e-07 6.69255e-07 1.05861e-17 1.05896e-17 1.10306e-17 4.8485e-07 5.14086e-07 6.69255e-07 2.27151e-18 2.27226e-18 2.36688e-18 4.8485e-07 5.14086e-07 6.69255e-07 3.65612e-19 3.65732e-19 3.80963e-19
E3 9.94691e-05 9.95735e-05 0.000106213 0.000705311 0.000705397 0.000722656 0.000605842 0.000606042 0.000631279 9.87375e-05 9.88435e-05 0.000105513 7.31632e-07 7.31874e-07 7.62351e-07 9.94691e-05 9.95735e-05 0.000106213 2.71879e-12 2.71969e-12 2.83294e-12 9.94691e-05 9.95735e-05 0.000106213 1.23875e-16 1.23916e-16 1.29237e-16
E4 0.000370414 0.000370414 0.000370939 0.000401962 0.000401963 0.000402775 3.15483e-05 3.15587e-05 3.28729e-05 0.000370407 0.000370408 0.000370933 6.57761e-09 6.57978e-09 6.85378e-09 0.000370414 0.000370414 0.000370939 1.77178e-16 1.77237e-16 1.84748e-16 0.000370414 0.000370414 0.000370939 5.10364e-17 5.10542e-17 5.33427e-17
E5 0.000118069 0.00011807 0.000118228 0.000149547 0.00014955 0.000151027 3.14772e-05 3.14876e-05 3.27989e-05 0.000118069 0.000118069 0.000118228 3.13296e-11 3.13399e-11 3.2645e-11 0.000118069 0.00011807 0.000118228 1.95945e-17 1.96007e-17 2.0383e-17 0.000118069 0.00011807 0.000118228 4.73106e-19 4.80442e-19 6.50521e-19
