# time  numeric_E1  refQ6_E1  refQ12_E1  refQ24_E1  refQ48_E1  refQ96_E1  errQ6_E1  errQ12_E1  errQ24_E1  errQ48_E1  errQ96_E1  deltaQuadratureQ6_Q96_E1  deltaQuadratureQ12_Q96_E1  deltaQuadratureQ24_Q96_E1  deltaQuadratureQ48_Q96_E1  numeric_E2  refQ6_E2  refQ12_E2  refQ24_E2  refQ48_E2  refQ96_E2  errQ6_E2  errQ12_E2  errQ24_E2  errQ48_E2  errQ96_E2  deltaQuadratureQ6_Q96_E2  deltaQuadratureQ12_Q96_E2  deltaQuadratureQ24_Q96_E2  deltaQuadratureQ48_Q96_E2  numeric_E3  refQ6_E3  refQ12_E3  refQ24_E3  refQ48_E3  refQ96_E3  errQ6_E3  errQ12_E3  errQ24_E3  errQ48_E3  errQ96_E3  deltaQuadratureQ6_Q96_E3  deltaQuadratureQ12_Q96_E3  deltaQuadratureQ24_Q96_E3  deltaQuadratureQ48_Q96_E3  numeric_E4  refQ6_E4  refQ12_E4  refQ24_E4  refQ48_E4  refQ96_E4  errQ6_E4  errQ12_E4  errQ24_E4  errQ48_E4  errQ96_E4  deltaQuadratureQ6_Q96_E4  deltaQuadratureQ12_Q96_E4  deltaQuadratureQ24_Q96_E4  deltaQuadratureQ48_Q96_E4  numeric_E5  refQ6_E5  refQ12_E5  refQ24_E5  refQ48_E5  refQ96_E5  errQ6_E5  errQ12_E5  errQ24_E5  errQ48_E5  errQ96_E5  deltaQuadratureQ6_Q96_E5  deltaQuadratureQ12_Q96_E5  deltaQuadratureQ24_Q96_E5  deltaQuadratureQ48_Q96_E5
5.15840320e-02  -5.08064654e-09  1.53950967e-17  -6.18515588e-18  1.51378681e-18  3.44096432e-18  3.58927090e-18  5.08064656e-09  5.08064654e-09  5.08064654e-09  5.08064655e-09  5.08064655e-09  1.18058258e-17  9.77442678e-18  2.07548409e-18  1.48306576e-19  -2.44374366e-09  -1.73362237e-17  6.81135606e-18  -1.31097854e-18  -3.17280992e-18  -3.52996840e-18  2.44374364e-09  2.44374366e-09  2.44374365e-09  2.44374365e-09  2.44374365e-09  1.38062553e-17  1.03413245e-17  2.21898986e-18  3.57158485e-19  -2.35175637e-03  -2.94502245e-03  -2.35247331e-03  -2.35318803e-03  -2.35318803e-03  -2.35318803e-03  5.93266079e-04  7.16943539e-07  1.43166231e-06  1.43165965e-06  1.43165965e-06  5.91834419e-04  7.14716115e-07  2.65592843e-12  1.20996962e-16  3.63110092e-03  3.66790050e-03  3.63707523e-03  3.63708165e-03  3.63708165e-03  3.63708165e-03  3.67995823e-05  5.97430822e-06  5.98073374e-06  5.98073374e-06  5.98073374e-06  3.08188485e-05  6.42552867e-09  1.73038667e-16  4.98732999e-17  -1.07421655e-03  -1.10688381e-03  -1.07613434e-03  -1.07613437e-03  -1.07613437e-03  -1.07613437e-03  3.26672603e-05  1.91778356e-06  1.91781416e-06  1.91781416e-06  1.91781416e-06  3.07494461e-05  3.06052111e-11  1.90819582e-17  4.33680869e-19
5.17242060e-02  -5.09264082e-09  1.53961227e-17  -6.18556810e-18  1.51388770e-18  3.44119365e-18  3.58951011e-18  5.09264084e-09  5.09264082e-09  5.09264082e-09  5.09264082e-09  5.09264082e-09  1.18066126e-17  9.77507821e-18  2.07562242e-18  1.48316460e-19  -2.45186861e-09  -1.73373791e-17  6.81181002e-18  -1.31106591e-18  -3.17302138e-18  -3.53020366e-18  2.45186860e-09  2.45186862e-09  2.45186861e-09  2.45186861e-09  2.45186861e-09  1.38071755e-17  1.03420137e-17  2.21913775e-18  3.57182289e-19  -2.35191337e-03  -2.94521872e-03  -2.35263010e-03  -2.35334486e-03  -2.35334486e-03  -2.35334486e-03  5.93305351e-04  7.16723811e-07  1.43149022e-06  1.43148756e-06  1.43148756e-06  5.91873863e-04  7.14763749e-07  2.65610537e-12  1.20996962e-16  3.63134334e-03  3.66814496e-03  3.63731763e-03  3.63732405e-03  3.63732405e-03  3.63732405e-03  3.68016184e-05  5.97428990e-06  5.98071586e-06  5.98071586e-06  5.98071586e-06  3.08209025e-05  6.42595691e-09  1.73038667e-16  4.98732999e-17  -1.07428828e-03  -1.10695758e-03  -1.07620606e-03  -1.07620609e-03  -1.07620609e-03  -1.07620609e-03  3.26693083e-05  1.91778223e-06  1.91781283e-06  1.91781283e-06  1.91781283e-06  3.07514955e-05  3.06072507e-11  1.92987987e-17  6.50521303e-19
5.18643800e-02  -5.10462020e-09  1.53971487e-17  -6.18598029e-18  1.51398858e-18  3.44142297e-18  3.58974931e-18  5.10462022e-09  5.10462020e-09  5.10462020e-09  5.10462021e-09  5.10462021e-09  1.18073994e-17  9.77572960e-18  2.07576073e-18  1.48326344e-19  -2.45999703e-09  -1.73385344e-17  6.81226394e-18  -1.31115328e-18  -3.17323282e-18  -3.53043891e-18  2.45999702e-09  2.45999704e-09  2.45999703e-09  2.45999703e-09  2.45999703e-09  1.38080955e-17  1.03427029e-17  2.21928563e-18  3.57206090e-19  -2.35207037e-03  -2.94541499e-03  -2.35278687e-03  -2.35350168e-03  -2.35350168e-03  -2.35350168e-03  5.93344619e-04  7.16503887e-07  1.43131792e-06  1.43131527e-06  1.43131527e-06  5.91913304e-04  7.14811379e-07  2.65628231e-12  1.20996962e-16  3.63158574e-03  3.66838939e-03  3.63756001e-03  3.63756644e-03  3.63756644e-03  3.63756644e-03  3.68036543e-05  5.97427153e-06  5.98069792e-06  5.98069792e-06  5.98069792e-06  3.08229563e-05  6.42638512e-09  1.73038667e-16  4.98732999e-17  -1.07435999e-03  -1.10703135e-03  -1.07627777e-03  -1.07627781e-03  -1.07627781e-03  -1.07627781e-03  3.26713562e-05  1.91778086e-06  1.91781146e-06  1.91781146e-06  1.91781146e-06  3.07535447e-05  3.06092905e-11  1.90819582e-17  4.33680869e-19
5.20045540e-02  -5.11658444e-09  1.53981746e-17  -6.18639246e-18  1.51408946e-18  3.44165227e-18  3.58998849e-18  5.11658445e-09  5.11658443e-09  5.11658444e-09  5.11658444e-09  5.11658444e-09  1.18081861e-17  9.77638095e-18  2.07589904e-18  1.48336227e-19  -2.46812752e-09  -1.73396897e-17  6.81271784e-18  -1.31124064e-18  -3.17344425e-18  -3.53067414e-18  2.46812750e-09  2.46812753e-09  2.46812752e-09  2.46812752e-09  2.46812751e-09  1.38090156e-17  1.03433920e-17  2.21943350e-18  3.57229891e-19  -2.35222735e-03  -2.94561124e-03  -2.35294363e-03  -2.35365850e-03  -2.35365849e-03  -2.35365849e-03  5.93383886e-04  7.16283765e-07  1.43114543e-06  1.43114277e-06  1.43114277e-06  5.91952743e-04  7.14859006e-07  2.65645925e-12  1.20996962e-16  3.63182812e-03  3.66863381e-03  3.63780238e-03  3.63780880e-03  3.63780880e-03  3.63780880e-03  3.68056900e-05  5.97425311e-06  5.98067992e-06  5.98067992e-06  5.98067992e-06  3.08250100e-05  6.42681330e-09  1.73038667e-16  4.98732999e-17  -1.07443171e-03  -1.10710511e-03  -1.07634949e-03  -1.07634952e-03  -1.07634952e-03  -1.07634952e-03  3.26734038e-05  1.91777945e-06  1.91781006e-06  1.91781006e-06  1.91781006e-06  3.07555938e-05  3.06113299e-11  1.90819582e-17  4.33680869e-19
5.21447280e-02  -5.12853356e-09  1.53992004e-17  -6.18680459e-18  1.51419033e-18  3.44188155e-18  3.59022766e-18  5.12853358e-09  5.12853356e-09  5.12853357e-09  5.12853357e-09  5.12853357e-09  1.18089728e-17  9.77703225e-18  2.07603733e-18  1.48346109e-19  -2.47625923e-09  -1.73408449e-17  6.81317170e-18  -1.31132800e-18  -3.17365566e-18  -3.53090935e-18  2.47625922e-09  2.47625924e-09  2.47625923e-09  2.47625923e-09  2.47625923e-09  1.38099355e-17  1.03440811e-17  2.21958136e-18  3.57253689e-19  -2.35238432e-03  -2.94580747e-03  -2.35310039e-03  -2.35381530e-03  -2.35381529e-03  -2.35381529e-03  5.93423149e-04  7.16063444e-07  1.43097273e-06  1.43097007e-06  1.43097007e-06  5.91992179e-04  7.14906630e-07  2.65663663e-12  1.20996962e-16  3.63207049e-03  3.66887822e-03  3.63804473e-03  3.63805116e-03  3.63805116e-03  3.63805116e-03  3.68077255e-05  5.97423462e-06  5.98066186e-06  5.98066186e-06  5.98066186e-06  3.08270636e-05  6.42724146e-09  1.73038667e-16  4.98732999e-17  -1.07450341e-03  -1.10717887e-03  -1.07642119e-03  -1.07642122e-03  -1.07642122e-03  -1.07642122e-03  3.26754513e-05  1.91777800e-06  1.91780862e-06  1.91780862e-06  1.91780862e-06  3.07576427e-05  3.06133693e-11  1.90819582e-17  4.33680869e-19
5.22849020e-02  -5.14046813e-09  1.54002262e-17  -6.18721671e-18  1.51429119e-18  3.44211082e-18  3.59046681e-18  5.14046815e-09  5.14046813e-09  5.14046813e-09  5.14046814e-09  5.14046814e-09  1.18097594e-17  9.77768351e-18  2.07617562e-18  1.48355990e-19  -2.48439339e-09  -1.73420000e-17  6.81362554e-18  -1.31141535e-18  -3.17386706e-18  -3.53114455e-18  2.48439337e-09  2.48439339e-09  2.48439338e-09  2.48439338e-09  2.48439338e-09  1.38108554e-17  1.03447701e-17  2.21972921e-18  3.57277487e-19  -2.35254129e-03  -2.94600370e-03  -2.35325713e-03  -2.35397209e-03  -2.35397208e-03  -2.35397208e-03  5.93462409e-04  7.15842928e-07  1.43079984e-06  1.43079718e-06  1.43079718e-06  5.92031612e-04  7.14954251e-07  2.65681314e-12  1.21430643e-16  3.63231285e-03  3.66912261e-03  3.63828706e-03  3.63829349e-03  3.63829349e-03  3.63829349e-03  3.68097608e-05  5.97421608e-06  5.98064375e-06  5.98064375e-06  5.98064375e-06  3.08291170e-05  6.42766958e-09  1.73038667e-16  4.98732999e-17  -1.07457512e-03  -1.10725262e-03  -1.07649289e-03  -1.07649292e-03  -1.07649292e-03  -1.07649292e-03  3.26774987e-05  1.91777652e-06  1.91780714e-06  1.91780714e-06  1.91780714e-06  3.07596915e-05  3.06154084e-11  1.90819582e-17  4.33680869e-19
5.24250760e-02  -5.15238666e-09  1.54012519e-17  -6.18762879e-18  1.51439204e-18  3.44234007e-18  3.59070594e-18  5.15238667e-09  5.15238665e-09  5.15238666e-09  5.15238666e-09  5.15238666e-09  1.18105459e-17  9.77833473e-18  2.07631390e-18  1.48365871e-19  -2.49252967e-09  -1.73431550e-17  6.81407934e-18  -1.31150269e-18  -3.17407845e-18  -3.53137973e-18  2.49252965e-09  2.49252967e-09  2.49252966e-09  2.49252966e-09  2.49252966e-09  1.38117752e-17  1.03454591e-17  2.21987704e-18  3.57301282e-19  -2.35269824e-03  -2.94619991e-03  -2.35341386e-03  -2.35412887e-03  -2.35412886e-03  -2.35412886e-03  5.93501667e-04  7.15622214e-07  1.43062674e-06  1.43062408e-06  1.43062408e-06  5.92071043e-04  7.15001869e-07  2.65699008e-12  1.20996962e-16  3.63255518e-03  3.66936698e-03  3.63852938e-03  3.63853581e-03  3.63853581e-03  3.63853581e-03  3.68117959e-05  5.97419748e-06  5.98062557e-06  5.98062557e-06  5.98062557e-06  3.08311703e-05  6.42809768e-09  1.73038667e-16  4.98732999e-17  -1.07464682e-03  -1.10732636e-03  -1.07656459e-03  -1.07656462e-03  -1.07656462e-03  -1.07656462e-03  3.26795458e-05  1.91777501e-06  1.91780562e-06  1.91780562e-06  1.91780562e-06  3.07617402e-05  3.06174476e-11  1.90819582e-17  4.33680869e-19
5.25652500e-02  -5.16429060e-09  1.54022775e-17  -6.18804084e-18  1.51449289e-18  3.44256931e-18  3.59094506e-18  5.16429061e-09  5.16429059e-09  5.16429060e-09  5.16429060e-09  5.16429060e-09  1.18113324e-17  9.77898590e-18  2.07645217e-18  1.48375751e-19  -2.50066773e-09  -1.73443099e-17  6.81453311e-18  -1.31159003e-18  -3.17428982e-18  -3.53161490e-18  2.50066771e-09  2.50066774e-09  2.50066773e-09  2.50066773e-09  2.50066772e-09  1.38126950e-17  1.03461480e-17  2.22002487e-18  3.57325076e-19  -2.35285518e-03  -2.94639611e-03  -2.35357058e-03  -2.35428564e-03  -2.35428563e-03  -2.35428563e-03  5.93540922e-04  7.15401303e-07  1.43045344e-06  1.43045079e-06  1.43045079e-06  5.92110471e-04  7.15049483e-07  2.65716702e-12  1.20996962e-16  3.63279751e-03  3.66961134e-03  3.63877168e-03  3.63877811e-03  3.63877811e-03  3.63877811e-03  3.68138308e-05  5.97417882e-06  5.98060734e-06  5.98060734e-06  5.98060734e-06  3.08332235e-05  6.42852575e-09  1.73038667e-16  4.98732999e-17  -1.07471851e-03  -1.10740010e-03  -1.07663628e-03  -1.07663631e-03  -1.07663631e-03  -1.07663631e-03  3.26815928e-05  1.91777345e-06  1.91780407e-06  1.91780407e-06  1.91780407e-06  3.07637887e-05  3.06194863e-11  1.92987987e-17  6.50521303e-19
5.27054240e-02  -5.17617873e-09  1.54033030e-17  -6.18845287e-18  1.51459373e-18  3.44279853e-18  3.59118416e-18  5.17617874e-09  5.17617872e-09  5.17617873e-09  5.17617873e-09  5.17617873e-09  1.18121189e-17  9.77963703e-18  2.07659043e-18  1.48385631e-19  -2.50880733e-09  -1.73454648e-17  6.81498686e-18  -1.31167736e-18  -3.17450118e-18  -3.53185005e-18  2.50880731e-09  2.50880734e-09  2.50880733e-09  2.50880733e-09  2.50880733e-09  1.38136147e-17  1.03468369e-17  2.22017269e-18  3.57348868e-19  -2.35301212e-03  -2.94659229e-03  -2.35372730e-03  -2.35444240e-03  -2.35444239e-03  -2.35444239e-03  5.93580174e-04  7.15180196e-07  1.43027995e-06  1.43027729e-06  1.43027729e-06  5.92149896e-04  7.15097095e-07  2.65734396e-12  1.20996962e-16  3.63303981e-03  3.66985568e-03  3.63901397e-03  3.63902040e-03  3.63902040e-03  3.63902040e-03  3.68158656e-05  5.97416010e-06  5.98058905e-06  5.98058905e-06  5.98058905e-06  3.08352765e-05  6.42895379e-09  1.73038667e-16  4.98732999e-17  -1.07479020e-03  -1.10747384e-03  -1.07670797e-03  -1.07670800e-03  -1.07670800e-03  -1.07670800e-03  3.26836396e-05  1.91777186e-06  1.91780248e-06  1.91780248e-06  1.91780248e-06  3.07658371e-05  3.06215253e-11  1.90819582e-17  4.33680869e-19
5.28455980e-02  -5.18805231e-09  1.54043285e-17  -6.18886487e-18  1.51469457e-18  3.44302774e-18  3.59142325e-18  5.18805233e-09  5.18805230e-09  5.18805231e-09  5.18805231e-09  5.18805231e-09  1.18129053e-17  9.78028812e-18  2.07672868e-18  1.48395510e-19  -2.51694945e-09  -1.73466196e-17  6.81544057e-18  -1.31176468e-18  -3.17471253e-18  -3.53208519e-18  2.51694944e-09  2.51694946e-09  2.51694945e-09  2.51694945e-09  2.51694945e-09  1.38145344e-17  1.03475258e-17  2.22032050e-18  3.57372659e-19  -2.35316904e-03  -2.94678846e-03  -2.35388400e-03  -2.35459915e-03  -2.35459914e-03  -2.35459914e-03  5.93619423e-04  7.14958892e-07  1.43010625e-06  1.43010359e-06  1.43010359e-06  5.92189319e-04  7.15144703e-07  2.65752134e-12  1.20996962e-16  3.63328210e-03  3.67010000e-03  3.63925624e-03  3.63926267e-03  3.63926267e-03  3.63926267e-03  3.68179001e-05  5.97414133e-06  5.98057071e-06  5.98057071e-06  5.98057071e-06  3.08373294e-05  6.42938180e-09  1.73038667e-16  4.98732999e-17  -1.07486188e-03  -1.10754757e-03  -1.07677965e-03  -1.07677968e-03  -1.07677968e-03  -1.07677968e-03  3.26856862e-05  1.91777023e-06  1.91780086e-06  1.91780086e-06  1.91780086e-06  3.07678854e-05  3.06235638e-11  1.92987987e-17  4.33680869e-19
5.29857720e-02  -5.19990970e-09  1.54053539e-17  -6.18927685e-18  1.51479540e-18  3.44325693e-18  3.59166232e-18  5.19990971e-09  5.19990969e-09  5.19990970e-09  5.19990970e-09  5.19990970e-09  1.18136916e-17  9.78093916e-18  2.07686692e-18  1.48405388e-19  -2.52509303e-09  -1.73477743e-17  6.81589425e-18  -1.31185200e-18  -3.17492386e-18  -3.53232031e-18  2.52509301e-09  2.52509303e-09  2.52509303e-09  2.52509302e-09  2.52509302e-09  1.38154540e-17  1.03482146e-17  2.22046830e-18  3.57396448e-19  -2.35332595e-03  -2.94698462e-03  -2.35404069e-03  -2.35475588e-03  -2.35475588e-03  -2.35475588e-03  5.93658669e-04  7.14737392e-07  1.42993236e-06  1.42992970e-06  1.42992970e-06  5.92228739e-04  7.15192308e-07  2.65769785e-12  1.20996962e-16  3.63352437e-03  3.67034431e-03  3.63949849e-03  3.63950492e-03  3.63950492e-03  3.63950492e-03  3.68199344e-05  5.97412249e-06  5.98055230e-06  5.98055230e-06  5.98055230e-06  3.08393821e-05  6.42980979e-09  1.73038667e-16  4.98732999e-17  -1.07493356e-03  -1.10762130e-03  -1.07685133e-03  -1.07685136e-03  -1.07685136e-03  -1.07685136e-03  3.26877327e-05  1.91776857e-06  1.91779920e-06  1.91779920e-06  1.91779920e-06  3.07699335e-05  3.06256023e-11  1.90819582e-17  4.33680869e-19
5.31259460e-02  -5.21175272e-09  1.54063793e-17  -6.18968879e-18  1.51489622e-18  3.44348610e-18  3.59190137e-18  5.21175273e-09  5.21175271e-09  5.21175272e-09  5.21175272e-09  5.21175272e-09  1.18144779e-17  9.78159016e-18  2.07700515e-18  1.48415266e-19  -2.53323845e-09  -1.73489289e-17  6.81634790e-18  -1.31193932e-18  -3.17513518e-18  -3.53255541e-18  2.53323843e-09  2.53323846e-09  2.53323845e-09  2.53323845e-09  2.53323845e-09  1.38163735e-17  1.03489033e-17  2.22061609e-18  3.57420236e-19  -2.35348285e-03  -2.94718077e-03  -2.35419737e-03  -2.35491261e-03  -2.35491261e-03  -2.35491261e-03  5.93697913e-04  7.14515697e-07  1.42975826e-06  1.42975561e-06  1.42975561e-06  5.92268157e-04  7.15239909e-07  2.65787479e-12  1.20996962e-16  3.63376663e-03  3.67058860e-03  3.63974073e-03  3.63974716e-03  3.63974716e-03  3.63974716e-03  3.68219686e-05  5.97410360e-06  5.98053384e-06  5.98053384e-06  5.98053384e-06  3.08414347e-05  6.43023774e-09  1.73472348e-16  4.98732999e-17  -1.07500524e-03  -1.10769502e-03  -1.07692300e-03  -1.07692303e-03  -1.07692303e-03  -1.07692303e-03  3.26897790e-05  1.91776687e-06  1.91779750e-06  1.91779750e-06  1.91779750e-06  3.07719815e-05  3.06276406e-11  1.90819582e-17  4.33680869e-19
5.32661200e-02  -5.22357937e-09  1.54074046e-17  -6.19010071e-18  1.51499703e-18  3.44371527e-18  3.59214041e-18  5.22357939e-09  5.22357936e-09  5.22357937e-09  5.22357937e-09  5.22357937e-09  1.18152642e-17  9.78224112e-18  2.07714337e-18  1.48425142e-19  -2.54138552e-09  -1.73500835e-17  6.81680153e-18  -1.31202663e-18  -3.17534648e-18  -3.53279050e-18  2.54138550e-09  2.54138553e-09  2.54138552e-09  2.54138552e-09  2.54138552e-09  1.38172930e-17  1.03495920e-17  2.22076387e-18  3.57444022e-19  -2.35363974e-03  -2.94737690e-03  -2.35435404e-03  -2.35506933e-03  -2.35506933e-03  -2.35506933e-03  5.93737153e-04  7.14293805e-07  1.42958397e-06  1.42958131e-06  1.42958131e-06  5.92307572e-04  7.15287508e-07  2.65805130e-12  1.21430643e-16  3.63400887e-03  3.67083287e-03  3.63998295e-03  3.63998939e-03  3.63998939e-03  3.63998939e-03  3.68240025e-05  5.97408465e-06  5.98051532e-06  5.98051532e-06  5.98051532e-06  3.08434872e-05  6.43066567e-09  1.73038667e-16  4.98732999e-17  -1.07507691e-03  -1.10776873e-03  -1.07699467e-03  -1.07699470e-03  -1.07699470e-03  -1.07699470e-03  3.26918251e-05  1.91776513e-06  1.91779576e-06  1.91779576e-06  1.91779576e-06  3.07740293e-05  3.06296789e-11  1.90819582e-17  4.33680869e-19
5.34062940e-02  -5.23539100e-09  1.54084298e-17  -6.19051260e-18  1.51509784e-18  3.44394441e-18  3.59237943e-18  5.23539101e-09  5.23539099e-09  5.23539100e-09  5.23539100e-09  5.23539100e-09  1.18160504e-17  9.78289203e-18  2.07728159e-18  1.48435019e-19  -2.54953449e-09  -1.73512380e-17  6.81725512e-18  -1.31211393e-18  -3.17555777e-18  -3.53302557e-18  2.54953447e-09  2.54953450e-09  2.54953449e-09  2.54953449e-09  2.54953449e-09  1.38182124e-17  1.03502807e-17  2.22091164e-18  3.57467806e-19  -2.35379663e-03  -2.94757302e-03  -2.35451070e-03  -2.35522604e-03  -2.35522603e-03  -2.35522603e-03  5.93776391e-04  7.14071718e-07  1.42940948e-06  1.42940682e-06  1.42940682e-06  5.92346984e-04  7.15335104e-07  2.65822867e-12  1.20996962e-16  3.63425109e-03  3.67107713e-03  3.64022516e-03  3.64023159e-03  3.64023159e-03  3.64023159e-03  3.68260363e-05  5.97406564e-06  5.98049674e-06  5.98049674e-06  5.98049674e-06  3.08455396e-05  6.43109357e-09  1.73038667e-16  4.98732999e-17  -1.07514857e-03  -1.10784244e-03  -1.07706634e-03  -1.07706637e-03  -1.07706637e-03  -1.07706637e-03  3.26938710e-05  1.91776336e-06  1.91779399e-06  1.91779399e-06  1.91779399e-06  3.07760770e-05  3.06317170e-11  1.92987987e-17  4.33680869e-19
5.35464680e-02  -5.24718706e-09  1.54094549e-17  -6.19092447e-18  1.51519864e-18  3.44417354e-18  3.59261844e-18  5.24718707e-09  5.24718705e-09  5.24718706e-09  5.24718706e-09  5.24718706e-09  1.18168365e-17  9.78354290e-18  2.07741979e-18  1.48444894e-19  -2.55768460e-09  -1.73523924e-17  6.81770868e-18  -1.31220123e-18  -3.17576904e-18  -3.53326063e-18  2.55768458e-09  2.55768461e-09  2.55768460e-09  2.55768460e-09  2.55768460e-09  1.38191317e-17  1.03509693e-17  2.22105940e-18  3.57491589e-19  -2.35395350e-03  -2.94776912e-03  -2.35466735e-03  -2.35538273e-03  -2.35538273e-03  -2.35538273e-03  5.93815626e-04  7.13849435e-07  1.42923479e-06  1.42923213e-06  1.42923213e-06  5.92386394e-04  7.15382696e-07  2.65840518e-12  1.21430643e-16  3.63449330e-03  3.67132137e-03  3.64046735e-03  3.64047378e-03  3.64047378e-03  3.64047378e-03  3.68280698e-05  5.97404658e-06  5.98047810e-06  5.98047810e-06  5.98047810e-06  3.08475918e-05  6.43152144e-09  1.73472348e-16  4.98732999e-17  -1.07522023e-03  -1.10791615e-03  -1.07713799e-03  -1.07713803e-03  -1.07713803e-03  -1.07713803e-03  3.26959168e-05  1.91776155e-06  1.91779218e-06  1.91779218e-06  1.91779218e-06  3.07781246e-05  3.06337551e-11  1.90819582e-17  4.33680869e-19
5.36866420e-02  -5.25896756e-09  1.54104800e-17  -6.19133630e-18  1.51529944e-18  3.44440266e-18  3.59285743e-18  5.25896758e-09  5.25896756e-09  5.25896757e-09  5.25896757e-09  5.25896757e-09  1.18176226e-17  9.78419373e-18  2.07755799e-18  1.48454769e-19  -2.56583617e-09  -1.73535467e-17  6.81816221e-18  -1.31228852e-18  -3.17598030e-18  -3.53349567e-18  2.56583615e-09  2.56583617e-09  2.56583616e-09  2.56583616e-09  2.56583616e-09  1.38200510e-17  1.03516579e-17  2.22120715e-18  3.57515371e-19  -2.35411036e-03  -2.94796522e-03  -2.35482399e-03  -2.35553942e-03  -2.35553942e-03  -2.35553942e-03  5.93854858e-04  7.13626956e-07  1.42905990e-06  1.42905724e-06  1.42905724e-06  5.92425801e-04  7.15430285e-07  2.65858212e-12  1.20996962e-16  3.63473550e-03  3.67156560e-03  3.64070952e-03  3.64071595e-03  3.64071595e-03  3.64071595e-03  3.68301032e-05  5.97402745e-06  5.98045940e-06  5.98045940e-06  5.98045940e-06  3.08496438e-05  6.43194928e-09  1.73038667e-16  4.98732999e-17  -1.07529189e-03  -1.10798985e-03  -1.07720965e-03  -1.07720968e-03  -1.07720968e-03  -1.07720968e-03  3.26979624e-05  1.91775970e-06  1.91779034e-06  1.91779034e-06  1.91779034e-06  3.07801721e-05  3.06357929e-11  1.90819582e-17  4.33680869e-19
5.38268160e-02  -5.27073232e-09  1.54115050e-17  -6.19174811e-18  1.51540023e-18  3.44463176e-18  3.59309640e-18  5.27073234e-09  5.27073231e-09  5.27073232e-09  5.27073232e-09  5.27073232e-09  1.18184086e-17  9.78484452e-18  2.07769617e-18  1.48464644e-19  -2.57398999e-09  -1.73547009e-17  6.81861571e-18  -1.31237580e-18  -3.17619155e-18  -3.53373070e-18  2.57398998e-09  2.57399000e-09  2.57398999e-09  2.57398999e-09  2.57398999e-09  1.38209702e-17  1.03523464e-17  2.22135490e-18  3.57539150e-19  -2.35426721e-03  -2.94816130e-03  -2.35498061e-03  -2.35569609e-03  -2.35569609e-03  -2.35569609e-03  5.93894088e-04  7.13404283e-07  1.42888481e-06  1.42888215e-06  1.42888215e-06  5.92465206e-04  7.15477871e-07  2.65875906e-12  1.20996962e-16  3.63497767e-03  3.67180981e-03  3.64095168e-03  3.64095811e-03  3.64095811e-03  3.64095811e-03  3.68321364e-05  5.97400827e-06  5.98044064e-06  5.98044064e-06  5.98044064e-06  3.08516957e-05  6.43237709e-09  1.73038667e-16  4.98732999e-17  -1.07536354e-03  -1.10806355e-03  -1.07728130e-03  -1.07728133e-03  -1.07728133e-03  -1.07728133e-03  3.27000078e-05  1.91775782e-06  1.91778846e-06  1.91778846e-06  1.91778846e-06  3.07822194e-05  3.06378306e-11  1.90819582e-17  4.33680869e-19
5.39669900e-02  -5.28248151e-09  1.54125300e-17  -6.19215990e-18  1.51550101e-18  3.44486084e-18  3.59333536e-18  5.28248153e-09  5.28248151e-09  5.28248151e-09  5.28248151e-09  5.28248151e-09  1.18191946e-17  9.78549526e-18  2.07783435e-18  1.48474517e-19  -2.58214503e-09  -1.73558551e-17  6.81906919e-18  -1.31246308e-18  -3.17640278e-18  -3.53396571e-18  2.58214502e-09  2.58214504e-09  2.58214503e-09  2.58214503e-09  2.58214503e-09  1.38218894e-17  1.03530349e-17  2.22150263e-18  3.57562928e-19  -2.35442405e-03  -2.94835736e-03  -2.35513723e-03  -2.35585276e-03  -2.35585276e-03  -2.35585276e-03  5.93933314e-04  7.13181413e-07  1.42870953e-06  1.42870687e-06  1.42870687e-06  5.92504607e-04  7.15525454e-07  2.65893601e-12  1.20996962e-16  3.63521983e-03  3.67205400e-03  3.64119382e-03  3.64120025e-03  3.64120025e-03  3.64120025e-03  3.68341694e-05  5.97398903e-06  5.98042183e-06  5.98042183e-06  5.98042183e-06  3.08537475e-05  6.43280488e-09  1.73038667e-16  4.98732999e-17  -1.07543519e-03  -1.10813724e-03  -1.07735294e-03  -1.07735297e-03  -1.07735297e-03  -1.07735297e-03  3.27020531e-05  1.91775590e-06  1.91778654e-06  1.91778654e-06  1.91778654e-06  3.07842665e-05  3.06398682e-11  1.90819582e-17  4.33680869e-19
