method,fieldSource,time,interfaceFaces,heartPhiE_L1,heartPhiE_L2,heartPhiE_Linf,bathPhiE_L1,bathPhiE_L2,bathPhiE_Linf,x0PhiE_L1,x0PhiE_L2,x0PhiE_Linf,x1PhiE_L1,x1PhiE_L2,x1PhiE_Linf,x0TraceJump_L1,x0TraceJump_L2,x0TraceJump_Linf,x1TraceJump_L1,x1TraceJump_L2,x1TraceJump_Linf,x0HeartFlux_L1,x0HeartFlux_L2,x0HeartFlux_Linf,x0BathFlux_L1,x0BathFlux_L2,x0BathFlux_Linf,x0FluxJump_L1,x0FluxJump_L2,x0FluxJump_Linf,x1HeartFlux_L1,x1HeartFlux_L2,x1HeartFlux_Linf,x1BathFlux_L1,x1BathFlux_L2,x1BathFlux_Linf,x1FluxJump_L1,x1FluxJump_L2,x1FluxJump_Linf,x0IntracellularLeak_L1,x0IntracellularLeak_L2,x0IntracellularLeak_Linf,x1IntracellularLeak_L1,x1IntracellularLeak_L2,x1IntracellularLeak_Linf,x0IntracellularLeakIntegral,x1IntracellularLeakIntegral,x0AssembledFlux_L1,x0AssembledFlux_L2,x0AssembledFlux_Linf,x1AssembledFlux_L1,x1AssembledFlux_L2,x1AssembledFlux_Linf,x0CorrectionFlux_L1,x0CorrectionFlux_L2,x0CorrectionFlux_Linf,x1CorrectionFlux_L1,x1CorrectionFlux_L2,x1CorrectionFlux_Linf,x0OrthogonalFlux_L1,x0OrthogonalFlux_L2,x0OrthogonalFlux_Linf,x1OrthogonalFlux_L1,x1OrthogonalFlux_L2,x1OrthogonalFlux_Linf,xMinPhiE_L1,xMinPhiE_L2,xMinPhiE_Linf,xMaxFlux_L1,xMaxFlux_L2,xMaxFlux_Linf,sidesFlux_L1,sidesFlux_L2,sidesFlux_Linf,exteriorFluxIntegral
distanceWeightedHarmonic,numerical,0.0201793,1888,0.00177589,0.0018494,0.00584751,0.00176874,0.00249094,0.00483514,0.00164345,0.00168902,0.00252541,0.00190203,0.00194048,0.00450839,0.000950235,0.00096452,0.0013394,0.000929034,0.000942168,0.00128907,0.00035275,0.000401862,0.000861092,9.36006e-05,9.95189e-05,0.000268013,0.000434453,0.000481789,0.000950797,0.000346251,0.000395245,0.000889965,9.31292e-05,9.81004e-05,0.000242348,0.000430717,0.000475814,0.000976734,0.000674558,0.000696901,0.00117556,0.000650743,0.000673465,0.00116122,0.000674558,-0.000650743,0.000399471,0.000550432,0.00246528,0.000384057,0.000539784,0.00231385,0.000162102,0.0002367,0.00112297,0.000155241,0.000224478,0.00093186,0.000369033,0.000516309,0.00246528,0.000352348,0.000499294,0.00233272,0,0,0,2.7075e-09,2.7075e-09,2.7075e-09,0,0,0,2.53194e-09
