# time  field_L1  field_L2  field_Linf  numeric_E_left  exact_E_left  error_E_left  numeric_E_right  exact_E_right  error_E_right  numeric_E_body  exact_E_body  error_E_body
4.31735920e-02  1.88135171e-04  2.43682238e-04  3.76750971e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30778371e+00  2.31086779e+00  3.08408678e-03  2.52439615e+00  2.52747991e+00  3.08376303e-03
4.33137660e-02  1.88143965e-04  2.43693775e-04  3.76769405e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30788073e+00  2.31096484e+00  3.08410521e-03  2.52449317e+00  2.52757695e+00  3.08378146e-03
4.34539400e-02  1.88152758e-04  2.43705311e-04  3.76787836e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30797775e+00  2.31106187e+00  3.08412365e-03  2.52459019e+00  2.52767399e+00  3.08379989e-03
4.35941140e-02  1.88161552e-04  2.43716849e-04  3.76806269e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30807476e+00  2.31115890e+00  3.08414208e-03  2.52468720e+00  2.52777102e+00  3.08381832e-03
4.37342880e-02  1.88170344e-04  2.43728383e-04  3.76824697e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30817176e+00  2.31125592e+00  3.08416051e-03  2.52478420e+00  2.52786804e+00  3.08383675e-03
4.38744620e-02  1.88179138e-04  2.43739919e-04  3.76843128e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30826876e+00  2.31135294e+00  3.08417894e-03  2.52488120e+00  2.52796506e+00  3.08385518e-03
4.40146360e-02  1.88187931e-04  2.43751456e-04  3.76861559e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30836575e+00  2.31144995e+00  3.08419737e-03  2.52497819e+00  2.52806207e+00  3.08387362e-03
4.41548100e-02  1.88196722e-04  2.43762989e-04  3.76879986e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30846274e+00  2.31154695e+00  3.08421580e-03  2.52507518e+00  2.52815907e+00  3.08389204e-03
4.42949840e-02  1.88205516e-04  2.43774525e-04  3.76898416e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30855971e+00  2.31164395e+00  3.08423423e-03  2.52517215e+00  2.52825607e+00  3.08391047e-03
4.44351580e-02  1.88214308e-04  2.43786060e-04  3.76916844e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30865669e+00  2.31174094e+00  3.08425265e-03  2.52526913e+00  2.52835306e+00  3.08392890e-03
4.45753320e-02  1.88223101e-04  2.43797595e-04  3.76935272e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30875365e+00  2.31183792e+00  3.08427108e-03  2.52536609e+00  2.52845004e+00  3.08394733e-03
4.47155060e-02  1.88231893e-04  2.43809129e-04  3.76953699e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30885061e+00  2.31193490e+00  3.08428951e-03  2.52546305e+00  2.52854702e+00  3.08396575e-03
4.48556800e-02  1.88240685e-04  2.43820664e-04  3.76972126e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30894756e+00  2.31203187e+00  3.08430794e-03  2.52556000e+00  2.52864399e+00  3.08398418e-03
4.49958540e-02  1.88249477e-04  2.43832198e-04  3.76990553e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30904451e+00  2.31212883e+00  3.08432636e-03  2.52565695e+00  2.52874095e+00  3.08400261e-03
4.51360280e-02  1.88258268e-04  2.43843730e-04  3.77008977e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30914144e+00  2.31222579e+00  3.08434479e-03  2.52575389e+00  2.52883791e+00  3.08402103e-03
4.52762020e-02  1.88267058e-04  2.43855262e-04  3.77027400e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30923838e+00  2.31232274e+00  3.08436321e-03  2.52585082e+00  2.52893486e+00  3.08403946e-03
4.54163760e-02  1.88275851e-04  2.43866797e-04  3.77045828e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30933530e+00  2.31241968e+00  3.08438164e-03  2.52594774e+00  2.52903180e+00  3.08405788e-03
4.55565500e-02  1.88284641e-04  2.43878329e-04  3.77064250e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30943222e+00  2.31251662e+00  3.08440006e-03  2.52604466e+00  2.52912874e+00  3.08407631e-03
4.56967240e-02  1.88293432e-04  2.43889862e-04  3.77082674e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30952914e+00  2.31261355e+00  3.08441848e-03  2.52614158e+00  2.52922567e+00  3.08409473e-03
4.58368980e-02  1.88302222e-04  2.43901393e-04  3.77101096e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30962604e+00  2.31271048e+00  3.08443691e-03  2.52623848e+00  2.52932260e+00  3.08411315e-03
4.59770720e-02  1.88311014e-04  2.43912927e-04  3.77119520e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30972294e+00  2.31280740e+00  3.08445533e-03  2.52633538e+00  2.52941951e+00  3.08413158e-03
4.61172460e-02  1.88319804e-04  2.43924459e-04  3.77137942e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30981983e+00  2.31290431e+00  3.08447375e-03  2.52643228e+00  2.52951643e+00  3.08415000e-03
4.62574200e-02  1.88328594e-04  2.43935990e-04  3.77156364e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.30991672e+00  2.31300121e+00  3.08449217e-03  2.52652916e+00  2.52961333e+00  3.08416842e-03
4.63975940e-02  1.88337383e-04  2.43947520e-04  3.77174783e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31001360e+00  2.31309811e+00  3.08451059e-03  2.52662604e+00  2.52971023e+00  3.08418684e-03
4.65377680e-02  1.88346173e-04  2.43959051e-04  3.77193203e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31011048e+00  2.31319501e+00  3.08452901e-03  2.52672292e+00  2.52980712e+00  3.08420526e-03
4.66779420e-02  1.88354963e-04  2.43970583e-04  3.77211624e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31020734e+00  2.31329189e+00  3.08454743e-03  2.52681979e+00  2.52990401e+00  3.08422368e-03
4.68181160e-02  1.88363753e-04  2.43982113e-04  3.77230043e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31030420e+00  2.31338877e+00  3.08456585e-03  2.52691665e+00  2.53000089e+00  3.08424210e-03
4.69582900e-02  1.88372542e-04  2.43993643e-04  3.77248460e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31040106e+00  2.31348564e+00  3.08458427e-03  2.52701350e+00  2.53009776e+00  3.08426052e-03
4.70984640e-02  1.88381331e-04  2.44005173e-04  3.77266879e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31049791e+00  2.31358251e+00  3.08460269e-03  2.52711035e+00  2.53019463e+00  3.08427894e-03
4.72386380e-02  1.88390119e-04  2.44016702e-04  3.77285296e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31059475e+00  2.31367937e+00  3.08462111e-03  2.52720719e+00  2.53029149e+00  3.08429735e-03
4.73788120e-02  1.88398908e-04  2.44028232e-04  3.77303713e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31069158e+00  2.31377622e+00  3.08463952e-03  2.52730403e+00  2.53038834e+00  3.08431577e-03
4.75189860e-02  1.88407697e-04  2.44039761e-04  3.77322130e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31078841e+00  2.31387307e+00  3.08465794e-03  2.52740085e+00  2.53048519e+00  3.08433419e-03
4.76591600e-02  1.88416485e-04  2.44051289e-04  3.77340545e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31088523e+00  2.31396991e+00  3.08467635e-03  2.52749768e+00  2.53058203e+00  3.08435260e-03
4.77993340e-02  1.88425273e-04  2.44062818e-04  3.77358960e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31098205e+00  2.31406674e+00  3.08469477e-03  2.52759449e+00  2.53067886e+00  3.08437102e-03
4.79395080e-02  1.88434061e-04  2.44074347e-04  3.77377376e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31107886e+00  2.31416357e+00  3.08471319e-03  2.52769130e+00  2.53077569e+00  3.08438943e-03
4.80796820e-02  1.88442849e-04  2.44085875e-04  3.77395790e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31117566e+00  2.31426039e+00  3.08473160e-03  2.52778810e+00  2.53087251e+00  3.08440785e-03
4.82198560e-02  1.88451637e-04  2.44097403e-04  3.77414204e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31127246e+00  2.31435721e+00  3.08475001e-03  2.52788490e+00  2.53096933e+00  3.08442626e-03
4.83600300e-02  1.88460425e-04  2.44108931e-04  3.77432618e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31136925e+00  2.31445402e+00  3.08476843e-03  2.52798169e+00  2.53106613e+00  3.08444467e-03
4.85002040e-02  1.88469212e-04  2.44120457e-04  3.77451030e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31146603e+00  2.31455082e+00  3.08478684e-03  2.52807847e+00  2.53116294e+00  3.08446309e-03
4.86403780e-02  1.88477998e-04  2.44131984e-04  3.77469441e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31156281e+00  2.31464761e+00  3.08480525e-03  2.52817525e+00  2.53125973e+00  3.08448150e-03
4.87805520e-02  1.88486786e-04  2.44143511e-04  3.77487853e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31165958e+00  2.31474440e+00  3.08482366e-03  2.52827202e+00  2.53135652e+00  3.08449991e-03
4.89207260e-02  1.88495573e-04  2.44155038e-04  3.77506264e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31175634e+00  2.31484118e+00  3.08484207e-03  2.52836878e+00  2.53145330e+00  3.08451832e-03
4.90609000e-02  1.88504359e-04  2.44166563e-04  3.77524674e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31185310e+00  2.31493796e+00  3.08486048e-03  2.52846554e+00  2.53155008e+00  3.08453673e-03
4.92010740e-02  1.88513145e-04  2.44178090e-04  3.77543084e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31194985e+00  2.31503473e+00  3.08487889e-03  2.52856229e+00  2.53164685e+00  3.08455514e-03
4.93412480e-02  1.88521932e-04  2.44189616e-04  3.77561494e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31204659e+00  2.31513149e+00  3.08489730e-03  2.52865904e+00  2.53174361e+00  3.08457355e-03
4.94814220e-02  1.88530718e-04  2.44201142e-04  3.77579904e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31214333e+00  2.31522825e+00  3.08491571e-03  2.52875577e+00  2.53184037e+00  3.08459196e-03
4.96215960e-02  1.88539503e-04  2.44212666e-04  3.77598311e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31224006e+00  2.31532500e+00  3.08493412e-03  2.52885251e+00  2.53193712e+00  3.08461037e-03
4.97617700e-02  1.88548290e-04  2.44224191e-04  3.77616720e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31233679e+00  2.31542174e+00  3.08495253e-03  2.52894923e+00  2.53203386e+00  3.08462878e-03
4.99019440e-02  1.88557075e-04  2.44235716e-04  3.77635127e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31243351e+00  2.31551848e+00  3.08497094e-03  2.52904595e+00  2.53213060e+00  3.08464718e-03
5.00421180e-02  1.88565860e-04  2.44247239e-04  3.77653532e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31253022e+00  2.31561521e+00  3.08498934e-03  2.52914266e+00  2.53222733e+00  3.08466559e-03
5.01822920e-02  1.88574645e-04  2.44258764e-04  3.77671939e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31262693e+00  2.31571193e+00  3.08500775e-03  2.52923937e+00  2.53232405e+00  3.08468399e-03
5.03224660e-02  1.88583430e-04  2.44270288e-04  3.77690345e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31272362e+00  2.31580865e+00  3.08502615e-03  2.52933607e+00  2.53242077e+00  3.08470240e-03
5.04626400e-02  1.88592215e-04  2.44281812e-04  3.77708750e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31282032e+00  2.31590536e+00  3.08504456e-03  2.52943276e+00  2.53251748e+00  3.08472081e-03
5.06028140e-02  1.88601000e-04  2.44293335e-04  3.77727154e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31291700e+00  2.31600207e+00  3.08506296e-03  2.52952944e+00  2.53261418e+00  3.08473921e-03
5.07429880e-02  1.88609784e-04  2.44304858e-04  3.77745558e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31301368e+00  2.31609876e+00  3.08508137e-03  2.52962612e+00  2.53271088e+00  3.08475761e-03
5.08831620e-02  1.88618569e-04  2.44316381e-04  3.77763962e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31311036e+00  2.31619546e+00  3.08509977e-03  2.52972280e+00  2.53280757e+00  3.08477602e-03
5.10233360e-02  1.88627353e-04  2.44327903e-04  3.77782365e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31320702e+00  2.31629214e+00  3.08511817e-03  2.52981947e+00  2.53290426e+00  3.08479442e-03
5.11635100e-02  1.88636137e-04  2.44339426e-04  3.77800767e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31330368e+00  2.31638882e+00  3.08513658e-03  2.52991613e+00  2.53300094e+00  3.08481282e-03
5.13036840e-02  1.88644920e-04  2.44350948e-04  3.77819169e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31340034e+00  2.31648549e+00  3.08515498e-03  2.53001278e+00  2.53309761e+00  3.08483122e-03
5.14438580e-02  1.88653704e-04  2.44362470e-04  3.77837571e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31349699e+00  2.31658216e+00  3.08517338e-03  2.53010943e+00  2.53319428e+00  3.08484963e-03
5.15840320e-02  1.88662487e-04  2.44373991e-04  3.77855972e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31359363e+00  2.31667882e+00  3.08519178e-03  2.53020607e+00  2.53329094e+00  3.08486803e-03
5.17242060e-02  1.88671270e-04  2.44385512e-04  3.77874371e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31369026e+00  2.31677547e+00  3.08521018e-03  2.53030270e+00  2.53338759e+00  3.08488643e-03
5.18643800e-02  1.88680054e-04  2.44397033e-04  3.77892771e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31378689e+00  2.31687212e+00  3.08522858e-03  2.53039933e+00  2.53348424e+00  3.08490483e-03
5.20045540e-02  1.88688836e-04  2.44408554e-04  3.77911170e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31388351e+00  2.31696876e+00  3.08524698e-03  2.53049595e+00  2.53358088e+00  3.08492323e-03
5.21447280e-02  1.88697619e-04  2.44420075e-04  3.77929569e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31398013e+00  2.31706539e+00  3.08526538e-03  2.53059257e+00  2.53367751e+00  3.08494162e-03
5.22849020e-02  1.88706402e-04  2.44431595e-04  3.77947968e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31407674e+00  2.31716202e+00  3.08528378e-03  2.53068918e+00  2.53377414e+00  3.08496002e-03
5.24250760e-02  1.88715185e-04  2.44443116e-04  3.77966367e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31417334e+00  2.31725864e+00  3.08530218e-03  2.53078578e+00  2.53387076e+00  3.08497842e-03
5.25652500e-02  1.88723966e-04  2.44454634e-04  3.77984762e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31426994e+00  2.31735526e+00  3.08532057e-03  2.53088238e+00  2.53396737e+00  3.08499682e-03
5.27054240e-02  1.88732748e-04  2.44466154e-04  3.78003158e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31436652e+00  2.31745186e+00  3.08533897e-03  2.53097897e+00  2.53406398e+00  3.08501521e-03
5.28455980e-02  1.88741530e-04  2.44477673e-04  3.78021554e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31446311e+00  2.31754847e+00  3.08535736e-03  2.53107555e+00  2.53416058e+00  3.08503361e-03
5.29857720e-02  1.88750311e-04  2.44489192e-04  3.78039950e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31455969e+00  2.31764506e+00  3.08537576e-03  2.53117213e+00  2.53425718e+00  3.08505201e-03
5.31259460e-02  1.88759093e-04  2.44500711e-04  3.78058345e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31465626e+00  2.31774165e+00  3.08539415e-03  2.53126870e+00  2.53435377e+00  3.08507040e-03
5.32661200e-02  1.88767874e-04  2.44512229e-04  3.78076739e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31475282e+00  2.31783823e+00  3.08541255e-03  2.53136526e+00  2.53445035e+00  3.08508879e-03
5.34062940e-02  1.88776655e-04  2.44523747e-04  3.78095132e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31484938e+00  2.31793481e+00  3.08543094e-03  2.53146182e+00  2.53454693e+00  3.08510719e-03
5.35464680e-02  1.88785435e-04  2.44535263e-04  3.78113524e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31494593e+00  2.31803138e+00  3.08544933e-03  2.53155837e+00  2.53464350e+00  3.08512558e-03
5.36866420e-02  1.88794216e-04  2.44546781e-04  3.78131917e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31504247e+00  2.31812794e+00  3.08546773e-03  2.53165491e+00  2.53474006e+00  3.08514397e-03
5.38268160e-02  1.88802996e-04  2.44558297e-04  3.78150308e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31513901e+00  2.31822450e+00  3.08548612e-03  2.53175145e+00  2.53483661e+00  3.08516236e-03
5.39669900e-02  1.88811777e-04  2.44569815e-04  3.78168700e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31523554e+00  2.31832105e+00  3.08550451e-03  2.53184798e+00  2.53493317e+00  3.08518076e-03
5.41071640e-02  1.88820556e-04  2.44581331e-04  3.78187091e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31533207e+00  2.31841759e+00  3.08552290e-03  2.53194451e+00  2.53502971e+00  3.08519915e-03
5.42473380e-02  1.88829337e-04  2.44592848e-04  3.78205482e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31542859e+00  2.31851413e+00  3.08554129e-03  2.53204103e+00  2.53512625e+00  3.08521754e-03
5.43875120e-02  1.88838116e-04  2.44604365e-04  3.78223872e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31552510e+00  2.31861066e+00  3.08555968e-03  2.53213754e+00  2.53522278e+00  3.08523593e-03
5.45276860e-02  1.88846895e-04  2.44615879e-04  3.78242260e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31562161e+00  2.31870718e+00  3.08557807e-03  2.53223405e+00  2.53531930e+00  3.08525432e-03
5.46678600e-02  1.88855676e-04  2.44627396e-04  3.78260650e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31571811e+00  2.31880370e+00  3.08559646e-03  2.53233055e+00  2.53541582e+00  3.08527271e-03
5.48080340e-02  1.88864454e-04  2.44638910e-04  3.78279037e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31581460e+00  2.31890021e+00  3.08561485e-03  2.53242704e+00  2.53551233e+00  3.08529109e-03
5.49482080e-02  1.88873234e-04  2.44650426e-04  3.78297426e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31591109e+00  2.31899672e+00  3.08563324e-03  2.53252353e+00  2.53560884e+00  3.08530948e-03
5.50883820e-02  1.88882013e-04  2.44661942e-04  3.78315814e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31600757e+00  2.31909322e+00  3.08565162e-03  2.53262001e+00  2.53570534e+00  3.08532787e-03
5.52285560e-02  1.88890790e-04  2.44673454e-04  3.78334198e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31610404e+00  2.31918971e+00  3.08567001e-03  2.53271648e+00  2.53580183e+00  3.08534625e-03
5.53687300e-02  1.88899569e-04  2.44684970e-04  3.78352585e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31620051e+00  2.31928620e+00  3.08568839e-03  2.53281295e+00  2.53589831e+00  3.08536464e-03
5.55089040e-02  1.88908348e-04  2.44696484e-04  3.78370971e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31629697e+00  2.31938268e+00  3.08570678e-03  2.53290941e+00  2.53599479e+00  3.08538303e-03
5.56490780e-02  1.88917126e-04  2.44707998e-04  3.78389357e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31639342e+00  2.31947915e+00  3.08572517e-03  2.53300587e+00  2.53609127e+00  3.08540141e-03
5.57892520e-02  1.88925904e-04  2.44719511e-04  3.78407740e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31648987e+00  2.31957562e+00  3.08574355e-03  2.53310231e+00  2.53618773e+00  3.08541980e-03
5.59294260e-02  1.88934682e-04  2.44731025e-04  3.78426124e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31658632e+00  2.31967208e+00  3.08576193e-03  2.53319876e+00  2.53628420e+00  3.08543818e-03
5.60696000e-02  1.88943459e-04  2.44742537e-04  3.78444507e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31668275e+00  2.31976853e+00  3.08578032e-03  2.53329519e+00  2.53638065e+00  3.08545656e-03
5.62097740e-02  1.88952236e-04  2.44754049e-04  3.78462889e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31677918e+00  2.31986498e+00  3.08579870e-03  2.53339162e+00  2.53647710e+00  3.08547494e-03
5.63499480e-02  1.88961014e-04  2.44765563e-04  3.78481273e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31687560e+00  2.31996142e+00  3.08581708e-03  2.53348804e+00  2.53657354e+00  3.08549333e-03
5.64901220e-02  1.88969791e-04  2.44777075e-04  3.78499654e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31697202e+00  2.32005786e+00  3.08583546e-03  2.53358446e+00  2.53666997e+00  3.08551171e-03
5.66302960e-02  1.88978567e-04  2.44788586e-04  3.78518035e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31706843e+00  2.32015428e+00  3.08585384e-03  2.53368087e+00  2.53676640e+00  3.08553009e-03
5.67704700e-02  1.88987343e-04  2.44800097e-04  3.78536414e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31716483e+00  2.32025071e+00  3.08587222e-03  2.53377728e+00  2.53686282e+00  3.08554847e-03
5.69106440e-02  1.88996119e-04  2.44811608e-04  3.78554794e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31726123e+00  2.32034712e+00  3.08589060e-03  2.53387367e+00  2.53695924e+00  3.08556685e-03
5.70508180e-02  1.89004896e-04  2.44823119e-04  3.78573173e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31735762e+00  2.32044353e+00  3.08590898e-03  2.53397006e+00  2.53705565e+00  3.08558523e-03
5.71909920e-02  1.89013672e-04  2.44834630e-04  3.78591553e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31745401e+00  2.32053993e+00  3.08592736e-03  2.53406645e+00  2.53715205e+00  3.08560361e-03
5.73311660e-02  1.89022447e-04  2.44846139e-04  3.78609930e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31755038e+00  2.32063633e+00  3.08594574e-03  2.53416283e+00  2.53724845e+00  3.08562199e-03
5.74713400e-02  1.89031224e-04  2.44857651e-04  3.78628309e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31764676e+00  2.32073272e+00  3.08596412e-03  2.53425920e+00  2.53734484e+00  3.08564036e-03
5.76115140e-02  1.89039998e-04  2.44869159e-04  3.78646685e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31774312e+00  2.32082910e+00  3.08598249e-03  2.53435556e+00  2.53744122e+00  3.08565874e-03
5.77516880e-02  1.89048774e-04  2.44880670e-04  3.78665063e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31783948e+00  2.32092548e+00  3.08600087e-03  2.53445192e+00  2.53753760e+00  3.08567712e-03
5.78918620e-02  1.89057549e-04  2.44892179e-04  3.78683439e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31793583e+00  2.32102185e+00  3.08601925e-03  2.53454827e+00  2.53763397e+00  3.08569549e-03
5.80320360e-02  1.89066324e-04  2.44903689e-04  3.78701814e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31803218e+00  2.32111822e+00  3.08603762e-03  2.53464462e+00  2.53773033e+00  3.08571387e-03
5.81722100e-02  1.89075099e-04  2.44915197e-04  3.78720189e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31812852e+00  2.32121458e+00  3.08605600e-03  2.53474096e+00  2.53782669e+00  3.08573224e-03
5.83123840e-02  1.89083873e-04  2.44926705e-04  3.78738563e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31822485e+00  2.32131093e+00  3.08607437e-03  2.53483729e+00  2.53792304e+00  3.08575062e-03
5.84525580e-02  1.89092647e-04  2.44938213e-04  3.78756936e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31832118e+00  2.32140727e+00  3.08609275e-03  2.53493362e+00  2.53801939e+00  3.08576899e-03
5.85927320e-02  1.89101421e-04  2.44949721e-04  3.78775309e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31841750e+00  2.32150361e+00  3.08611112e-03  2.53502994e+00  2.53811573e+00  3.08578736e-03
5.87329060e-02  1.89110196e-04  2.44961229e-04  3.78793683e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31851381e+00  2.32159994e+00  3.08612949e-03  2.53512626e+00  2.53821206e+00  3.08580574e-03
5.88730800e-02  1.89118969e-04  2.44972736e-04  3.78812054e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31861012e+00  2.32169627e+00  3.08614786e-03  2.53522256e+00  2.53830839e+00  3.08582411e-03
5.90132540e-02  1.89127743e-04  2.44984244e-04  3.78830426e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31870642e+00  2.32179259e+00  3.08616624e-03  2.53531887e+00  2.53840471e+00  3.08584248e-03
5.91534280e-02  1.89136517e-04  2.44995751e-04  3.78848799e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31880272e+00  2.32188890e+00  3.08618461e-03  2.53541516e+00  2.53850102e+00  3.08586085e-03
5.92936020e-02  1.89145289e-04  2.45007257e-04  3.78867168e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31889901e+00  2.32198521e+00  3.08620298e-03  2.53551145e+00  2.53859733e+00  3.08587922e-03
5.94337760e-02  1.89154063e-04  2.45018764e-04  3.78885539e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31899529e+00  2.32208151e+00  3.08622135e-03  2.53560773e+00  2.53869363e+00  3.08589759e-03
5.95739500e-02  1.89162835e-04  2.45030268e-04  3.78903906e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.31909157e+00  2.32217781e+00  3.08623972e-03  2.53570401e+00  2.53878992e+00  3.08591596e-03
