method,assembly,fieldSource,time,interfaceFaces,heartPhiE_L1,heartPhiE_L2,heartPhiE_Linf,bathPhiE_L1,bathPhiE_L2,bathPhiE_Linf,x0PhiE_L1,x0PhiE_L2,x0PhiE_Linf,x1PhiE_L1,x1PhiE_L2,x1PhiE_Linf,x0TraceJump_L1,x0TraceJump_L2,x0TraceJump_Linf,x1TraceJump_L1,x1TraceJump_L2,x1TraceJump_Linf,x0HeartFlux_L1,x0HeartFlux_L2,x0HeartFlux_Linf,x0BathFlux_L1,x0BathFlux_L2,x0BathFlux_Linf,x0FluxJump_L1,x0FluxJump_L2,x0FluxJump_Linf,x1HeartFlux_L1,x1HeartFlux_L2,x1HeartFlux_Linf,x1BathFlux_L1,x1BathFlux_L2,x1BathFlux_Linf,x1FluxJump_L1,x1FluxJump_L2,x1FluxJump_Linf,x0IntracellularLeak_L1,x0IntracellularLeak_L2,x0IntracellularLeak_Linf,x1IntracellularLeak_L1,x1IntracellularLeak_L2,x1IntracellularLeak_Linf,x0IntracellularLeakIntegral,x1IntracellularLeakIntegral,x0AssembledFlux_L1,x0AssembledFlux_L2,x0AssembledFlux_Linf,x1AssembledFlux_L1,x1AssembledFlux_L2,x1AssembledFlux_Linf,x0CorrectionFlux_L1,x0CorrectionFlux_L2,x0CorrectionFlux_Linf,x1CorrectionFlux_L1,x1CorrectionFlux_L2,x1CorrectionFlux_Linf,x0OrthogonalFlux_L1,x0OrthogonalFlux_L2,x0OrthogonalFlux_Linf,x1OrthogonalFlux_L1,x1OrthogonalFlux_L2,x1OrthogonalFlux_Linf,xMinPhiE_L1,xMinPhiE_L2,xMinPhiE_Linf,xMaxFlux_L1,xMaxFlux_L2,xMaxFlux_Linf,sidesFlux_L1,sidesFlux_L2,sidesFlux_Linf,exteriorFluxIntegral
distanceWeightedHarmonic,matchedSubmesh,numerical,0.0201794,7420,0.000334325,0.000338202,0.000931944,0.000335414,0.000472448,0.00108032,0.000815162,0.00082572,0.00119813,0.000164259,0.000192048,0.000528195,0.000218902,0.000221039,0.000324977,0.000226056,0.000227824,0.000309014,6.07405e-05,8.39961e-05,0.00047558,9.03458e-05,9.4366e-05,0.000238776,9.60884e-05,0.00011232,0.000426332,5.57545e-05,7.64061e-05,0.000417423,8.48819e-05,8.92409e-05,0.000227063,0.000101103,0.000116935,0.000416272,0.000125234,0.000135201,0.000387587,0.000126497,0.000135066,0.000380979,0.000124069,-0.000125738,0.000169778,0.000228339,0.000880608,0.0001817,0.000240159,0.000989418,9.04523e-05,0.000137745,0.000791341,0.00010219,0.000147003,0.000793059,0.000129472,0.00018628,0.000863886,0.000140908,0.000199462,0.000989108,0,0,0,2.7075e-09,2.7075e-09,2.7075e-09,0,0,0,2.46412e-09
