method,assembly,fieldSource,time,interfaceFaces,heartPhiE_L1,heartPhiE_L2,heartPhiE_Linf,bathPhiE_L1,bathPhiE_L2,bathPhiE_Linf,x0PhiE_L1,x0PhiE_L2,x0PhiE_Linf,x1PhiE_L1,x1PhiE_L2,x1PhiE_Linf,x0TraceJump_L1,x0TraceJump_L2,x0TraceJump_Linf,x1TraceJump_L1,x1TraceJump_L2,x1TraceJump_Linf,x0HeartFlux_L1,x0HeartFlux_L2,x0HeartFlux_Linf,x0BathFlux_L1,x0BathFlux_L2,x0BathFlux_Linf,x0FluxJump_L1,x0FluxJump_L2,x0FluxJump_Linf,x1HeartFlux_L1,x1HeartFlux_L2,x1HeartFlux_Linf,x1BathFlux_L1,x1BathFlux_L2,x1BathFlux_Linf,x1FluxJump_L1,x1FluxJump_L2,x1FluxJump_Linf,x0IntracellularLeak_L1,x0IntracellularLeak_L2,x0IntracellularLeak_Linf,x1IntracellularLeak_L1,x1IntracellularLeak_L2,x1IntracellularLeak_Linf,x0IntracellularLeakIntegral,x1IntracellularLeakIntegral,x0AssembledFlux_L1,x0AssembledFlux_L2,x0AssembledFlux_Linf,x1AssembledFlux_L1,x1AssembledFlux_L2,x1AssembledFlux_Linf,x0CorrectionFlux_L1,x0CorrectionFlux_L2,x0CorrectionFlux_Linf,x1CorrectionFlux_L1,x1CorrectionFlux_L2,x1CorrectionFlux_Linf,x0OrthogonalFlux_L1,x0OrthogonalFlux_L2,x0OrthogonalFlux_Linf,x1OrthogonalFlux_L1,x1OrthogonalFlux_L2,x1OrthogonalFlux_Linf,xMinPhiE_L1,xMinPhiE_L2,xMinPhiE_Linf,xMaxFlux_L1,xMaxFlux_L2,xMaxFlux_Linf,sidesFlux_L1,sidesFlux_L2,sidesFlux_Linf,exteriorFluxIntegral
distanceWeightedHarmonic,matchedSubmesh,numerical,0.0201793,1888,0.00107564,0.00108161,0.00188479,0.0010807,0.00151717,0.00281499,0.00165153,0.00166324,0.00215065,0.000499113,0.000538342,0.00122557,0.0010008,0.00101356,0.00139033,0.000986407,0.000996426,0.00134681,0.00043608,0.000476337,0.000968195,9.28746e-05,9.93867e-05,0.000246921,0.000526158,0.000561273,0.00104935,0.000426747,0.000465853,0.00107392,9.14544e-05,9.70141e-05,0.000225498,0.000515448,0.000548706,0.00119111,0.000512864,0.000536346,0.000971482,0.000516178,0.00053975,0.00113205,0.000512864,-0.000516178,0.000213478,0.000281382,0.00101037,0.00022362,0.000301194,0.00130887,0.00016417,0.000240967,0.00097123,0.00015906,0.000237371,0.000916851,0.000216391,0.000283855,0.000915162,0.000219862,0.000297461,0.00131418,0,0,0,2.7075e-09,2.7075e-09,2.7075e-09,0,0,0,2.61954e-09
