"Vm","activationTime","activeTension","externalStimulusCurrent","ionicCurrent","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.045826,0.0011308,0,0,3.0245e-05,1,0,0,0,0.007
0.045826,0.0011311,0,0,3.0272e-05,1,2.1401e-05,2e-05,3e-06,0.006993
0.045826,0.0011314,0,0,3.03e-05,1,4.2802e-05,4e-05,6e-06,0.006986
0.045826,0.0011317,0,0,3.0327e-05,1,6.4203e-05,6e-05,9e-06,0.006979
0.045826,0.001132,0,0,3.0355e-05,1,8.5604e-05,8e-05,1.2e-05,0.006972
0.045826,0.0011323,0,0,3.0382e-05,1,0.000107,0.0001,1.5e-05,0.006965
0.045826,0.0011326,0,0,3.041e-05,1,0.00012841,0.00012,1.8e-05,0.006958
0.045826,0.0011329,0,0,3.0437e-05,1,0.00014981,0.00014,2.1e-05,0.006951
0.045826,0.0011332,0,0,3.0465e-05,1,0.00017121,0.00016,2.4e-05,0.006944
0.045826,0.0011335,0,0,3.0492e-05,1,0.00019261,0.00018,2.7e-05,0.006937
0.045826,0.0011338,0,0,3.052e-05,1,0.00021401,0.0002,3e-05,0.00693
0.045826,0.0011341,0,0,3.0548e-05,1,0.00023541,0.00022,3.3e-05,0.006923
0.045826,0.0011344,0,0,3.0575e-05,1,0.00025681,0.00024,3.6e-05,0.006916
0.045826,0.0011347,0,0,3.0603e-05,1,0.00027821,0.00026,3.9e-05,0.006909
0.045826,0.001135,0,0,3.063e-05,1,0.00029961,0.00028,4.2e-05,0.006902
0.045826,0.0011353,0,0,3.0658e-05,1,0.00032101,0.0003,4.5e-05,0.006895
0.045826,0.0011356,0,0,3.0686e-05,1,0.00034241,0.00032,4.8e-05,0.006888
0.045826,0.001136,0,0,3.0713e-05,1,0.00036382,0.00034,5.1e-05,0.006881
0.045826,0.0011363,0,0,3.0741e-05,1,0.00038522,0.00036,5.4e-05,0.006874
0.045826,0.0011366,0,0,3.0768e-05,1,0.00040662,0.00038,5.7e-05,0.006867
0.045826,0.0011369,0,0,3.0796e-05,1,0.00042802,0.0004,6e-05,0.00686
0.045826,0.0011372,0,0,3.0824e-05,1,0.00044942,0.00042,6.3e-05,0.006853
0.045826,0.0011375,0,0,3.0851e-05,1,0.00047082,0.00044,6.6e-05,0.006846
0.045826,0.0011378,0,0,3.0879e-05,1,0.00049222,0.00046,6.9e-05,0.006839
0.045826,0.0011381,0,0,3.0906e-05,1,0.00051362,0.00048,7.2e-05,0.006832
0.045826,0.0011384,0,0,3.0934e-05,1,0.00053502,0.0005,7.5e-05,0.006825
0.045826,0.0011411,0,0,3.1115e-05,1,0.00055642,0.00052,7.8e-05,0.006818
0.045826,0.0011438,0,0,3.1297e-05,1,0.00057783,0.00054,8.1e-05,0.006811
0.045826,0.0011464,0,0,3.1478e-05,1,0.00059923,0.00056,8.4e-05,0.006804
0.045826,0.0011491,0,0,3.166e-05,1,0.00062063,0.00058,8.7e-05,0.006797
0.045826,0.0011518,0,0,3.1841e-05,1,0.00064203,0.0006,9e-05,0.00679
0.045826,0.0011545,0,0,3.2022e-05,1,0.00066343,0.00062,9.3e-05,0.006783
0.045826,0.0011571,0,0,3.2204e-05,1,0.00068483,0.00064,9.6e-05,0.006776
0.045826,0.0011598,0,0,3.2385e-05,1,0.00070623,0.00066,9.9e-05,0.006769
0.045826,0.0011625,0,0,3.2567e-05,1,0.00072763,0.00068,0.000102,0.006762
0.045826,0.0011652,0,0,3.2748e-05,1,0.00074903,0.0007,0.000105,0.006755
0.045826,0.0011679,0,0,3.293e-05,1,0.00077043,0.00072,0.000108,0.006748
0.045826,0.0011705,0,0,3.3111e-05,1,0.00079183,0.00074,0.000111,0.006741
0.045826,0.0011732,0,0,3.3293e-05,1,0.00081324,0.00076,0.000114,0.006734
0.045826,0.0011759,0,0,3.3474e-05,1,0.00083464,0.00078,0.000117,0.006727
0.045826,0.0011786,0,0,3.3656e-05,1,0.00085604,0.0008,0.00012,0.00672
0.045826,0.0011813,0,0,3.3837e-05,1,0.00087744,0.00082,0.000123,0.006713
0.045826,0.0011839,0,0,3.4019e-05,1,0.00089884,0.00084,0.000126,0.006706
0.045826,0.0011866,0,0,3.42e-05,1,0.00092024,0.00086,0.000129,0.006699
0.045826,0.0011893,0,0,3.4382e-05,1,0.00094164,0.00088,0.000132,0.006692
0.045826,0.001192,0,0,3.4563e-05,1,0.00096304,0.0009,0.000135,0.006685
0.045826,0.0011946,0,0,3.4745e-05,1,0.00098444,0.00092,0.000138,0.006678
0.045826,0.0011973,0,0,3.4926e-05,1,0.0010058,0.00094,0.000141,0.006671
0.045826,0.0012,0,0,3.5108e-05,1,0.0010272,0.00096,0.000144,0.006664
0.045826,0.0012027,0,0,3.5289e-05,1,0.0010486,0.00098,0.000147,0.006657
0.045826,0.0012054,0,0,3.5471e-05,1,0.00107,0.001,0.00015,0.00665
0.045826,0.0012271,0,0,3.5458e-05,1,0.0010914,0.00102,0.000153,0.006643
0.045826,0.0012488,0,0,3.5445e-05,1,0.0011128,0.00104,0.000156,0.006636
0.045826,0.0012705,0,0,3.5433e-05,1,0.0011342,0.00106,0.000159,0.006629
0.045826,0.0012922,0,0,3.542e-05,1,0.0011557,0.00108,0.000162,0.006622
0.045826,0.0013139,0,0,3.5408e-05,1,0.0011771,0.0011,0.000165,0.006615
0.045826,0.0013356,0,0,3.5395e-05,1,0.0011985,0.00112,0.000168,0.006608
0.045826,0.0013573,0,0,3.5383e-05,1,0.0012199,0.00114,0.000171,0.006601
0.045826,0.001379,0,0,3.537e-05,1,0.0012413,0.00116,0.000174,0.006594
0.045826,0.0014007,0,0,3.5358e-05,1,0.0012627,0.00118,0.000177,0.006587
0.045826,0.0014224,0,0,3.5345e-05,1,0.0012841,0.0012,0.00018,0.00658
0.045826,0.0014441,0,0,3.5333e-05,1,0.0013055,0.00122,0.000183,0.006573
0.045826,0.0014659,0,0,3.5321e-05,1,0.0013269,0.00124,0.000186,0.006566
0.045826,0.0014876,0,0,3.5308e-05,1,0.0013483,0.00126,0.000189,0.006559
0.045826,0.0015093,0,0,3.5296e-05,1,0.0013697,0.00128,0.000192,0.006552
0.045827,0.001531,0,0,3.5284e-05,1,0.0013911,0.0013,0.000195,0.006545
0.045827,0.0015527,0,0,3.5272e-05,1,0.0014125,0.00132,0.000198,0.006538
0.045827,0.0015744,0,0,3.526e-05,1,0.0014339,0.00134,0.000201,0.006531
0.045827,0.0015961,0,0,3.5248e-05,1,0.0014553,0.00136,0.000204,0.006524
0.045827,0.0016179,0,0,3.5235e-05,1,0.0014767,0.00138,0.000207,0.006517
0.045827,0.0016396,0,0,3.5223e-05,1,0.0014981,0.0014,0.00021,0.00651
0.045827,0.0016613,0,0,3.5211e-05,1,0.0015195,0.00142,0.000213,0.006503
0.045827,0.0016832,0,0,3.5261e-05,1,0.0015409,0.00144,0.000216,0.006496
0.045827,0.0017051,0,0,3.5356e-05,1,0.0015623,0.00146,0.000219,0.006489
0.045827,0.0017271,0,0,3.5452e-05,1,0.0015837,0.00148,0.000222,0.006482
0.045827,0.0017491,0,0,3.5547e-05,1,0.0016051,0.0015,0.000225,0.006475
0.045827,0.0017884,0,0,3.5473e-05,1,0.0016265,0.00152,0.000228,0.006468
0.045827,0.0018277,0,0,3.5398e-05,1,0.0016479,0.00154,0.000231,0.006461
0.045827,0.0018669,0,0,3.5323e-05,1,0.0016693,0.00156,0.000234,0.006454
