method,time,interfaceFaces,heartPhiE_L1,heartPhiE_L2,heartPhiE_Linf,bathPhiE_L1,bathPhiE_L2,bathPhiE_Linf,x0PhiE_L1,x0PhiE_L2,x0PhiE_Linf,x1PhiE_L1,x1PhiE_L2,x1PhiE_Linf,x0TraceJump_L1,x0TraceJump_L2,x0TraceJump_Linf,x1TraceJump_L1,x1TraceJump_L2,x1TraceJump_Linf,x0HeartFlux_L1,x0HeartFlux_L2,x0HeartFlux_Linf,x0BathFlux_L1,x0BathFlux_L2,x0BathFlux_Linf,x0FluxJump_L1,x0FluxJump_L2,x0FluxJump_Linf,x1HeartFlux_L1,x1HeartFlux_L2,x1HeartFlux_Linf,x1BathFlux_L1,x1BathFlux_L2,x1BathFlux_Linf,x1FluxJump_L1,x1FluxJump_L2,x1FluxJump_Linf,xMinPhiE_L1,xMinPhiE_L2,xMinPhiE_Linf,xMaxFlux_L1,xMaxFlux_L2,xMaxFlux_Linf,sidesFlux_L1,sidesFlux_L2,sidesFlux_Linf,exteriorFluxIntegral
distanceWeightedHarmonic,0.0201793,800,0.00298906,0.00304135,0.00379062,0.00299399,0.00423378,0.00599176,0.00270694,0.00270694,0.00270694,0.00328096,0.00328096,0.00328257,0.00235124,0.00235124,0.0023515,0.00235103,0.00235105,0.00236375,0.000399592,0.000399593,0.000400164,1.12706e-07,1.12706e-07,1.12706e-07,0.000399704,0.000399705,0.000400277,0.000402414,0.000402489,0.000414937,5.7436e-07,5.7436e-07,5.7436e-07,0.000402988,0.000403063,0.000415511,0,0,0,2.7075e-09,2.7075e-09,2.7075e-09,0,0,0,2.30827e-08
