time V u1 u2 u3 Iion
0.1253000 0.0000000 1.6879500 0.7255813 0.0000000 -0.0000000
0.1253500 0.0000000 1.6880250 0.7255490 0.0000000 -0.0000000
0.1254000 0.0000000 1.6881000 0.7255168 0.0000000 -0.0000000
0.1254500 0.0000000 1.6881750 0.7254845 0.0000000 -0.0000000
0.1255000 0.0000000 1.6882500 0.7254523 0.0000000 -0.0000000
0.1255500 0.0000000 1.6883250 0.7254201 0.0000000 -0.0000000
0.1256000 0.0000000 1.6884000 0.7253879 0.0000000 -0.0000000
0.1256500 0.0000000 1.6884750 0.7253556 0.0000000 -0.0000000
0.1257000 0.0000000 1.6885500 0.7253234 0.0000000 -0.0000000
0.1257500 0.0000000 1.6886250 0.7252912 0.0000000 -0.0000000
0.1258000 0.0000000 1.6887000 0.7252590 0.0000000 -0.0000000
0.1258500 0.0000000 1.6887750 0.7252268 0.0000000 -0.0000000
0.1259000 0.0000000 1.6888500 0.7251946 0.0000000 -0.0000000
0.1259500 0.0000000 1.6889250 0.7251624 0.0000000 -0.0000000
0.1260000 0.0000000 1.6890000 0.7251302 0.0000000 -0.0000000
0.1260500 0.0000000 1.6890750 0.7250980 0.0000000 -0.0000000
0.1261000 0.0000000 1.6891500 0.7250658 0.0000000 -0.0000000
0.1261500 0.0000000 1.6892250 0.7250336 0.0000000 -0.0000000
0.1262000 0.0000000 1.6893000 0.7250014 0.0000000 -0.0000000
0.1262500 0.0000000 1.6893750 0.7249692 0.0000000 -0.0000000
0.1263000 0.0000000 1.6894500 0.7249370 0.0000000 -0.0000000
0.1263500 0.0000000 1.6895250 0.7249049 0.0000000 -0.0000000
0.1264000 0.0000000 1.6896000 0.7248727 0.0000000 -0.0000000
0.1264500 0.0000000 1.6896750 0.7248405 0.0000000 -0.0000000
0.1265000 0.0000000 1.6897500 0.7248083 0.0000000 -0.0000000
0.1265500 0.0000000 1.6898250 0.7247762 0.0000000 -0.0000000
0.1266000 0.0000000 1.6899000 0.7247440 0.0000000 -0.0000000
0.1266500 0.0000000 1.6899750 0.7247118 0.0000000 -0.0000000
0.1267000 0.0000000 1.6900500 0.7246797 0.0000000 -0.0000000
0.1267500 0.0000000 1.6901250 0.7246475 0.0000000 -0.0000000
0.1268000 0.0000000 1.6902000 0.7246154 0.0000000 -0.0000000
0.1268500 0.0000000 1.6902750 0.7245832 0.0000000 -0.0000000
0.1269000 0.0000000 1.6903500 0.7245511 0.0000000 -0.0000000
0.1269500 0.0000000 1.6904250 0.7245189 0.0000000 -0.0000000
0.1270000 0.0000000 1.6905000 0.7244868 0.0000000 -0.0000000
0.1270500 0.0000000 1.6905750 0.7244546 0.0000000 -0.0000000
0.1271000 0.0000000 1.6906500 0.7244225 0.0000000 -0.0000000
0.1271500 0.0000000 1.6907250 0.7243903 0.0000000 -0.0000000
0.1272000 0.0000000 1.6908000 0.7243582 0.0000000 -0.0000000
0.1272500 0.0000000 1.6908750 0.7243261 0.0000000 -0.0000000
0.1273000 0.0000000 1.6909500 0.7242940 0.0000000 -0.0000000
0.1273500 0.0000000 1.6910250 0.7242618 0.0000000 -0.0000000
0.1274000 0.0000000 1.6911000 0.7242297 0.0000000 -0.0000000
0.1274500 0.0000000 1.6911750 0.7241976 0.0000000 -0.0000000
0.1275000 0.0000000 1.6912500 0.7241655 0.0000000 -0.0000000
0.1275500 0.0000000 1.6913250 0.7241334 0.0000000 -0.0000000
0.1276000 0.0000000 1.6914000 0.7241013 0.0000000 -0.0000000
0.1276500 0.0000000 1.6914750 0.7240692 0.0000000 -0.0000000
0.1277000 0.0000000 1.6915500 0.7240370 0.0000000 -0.0000000
0.1277500 0.0000000 1.6916250 0.7240049 0.0000000 -0.0000000
0.1278000 0.0000000 1.6917000 0.7239729 0.0000000 -0.0000000
0.1278500 0.0000000 1.6917750 0.7239408 0.0000000 -0.0000000
0.1279000 0.0000000 1.6918500 0.7239087 0.0000000 -0.0000000
0.1279500 0.0000000 1.6919250 0.7238766 0.0000000 -0.0000000
0.1280000 0.0000000 1.6920000 0.7238445 0.0000000 -0.0000000
0.1280500 0.0000000 1.6920750 0.7238124 0.0000000 -0.0000000
0.1281000 0.0000000 1.6921500 0.7237803 0.0000000 -0.0000000
0.1281500 0.0000000 1.6922250 0.7237482 0.0000000 -0.0000000
0.1282000 0.0000000 1.6923000 0.7237162 0.0000000 -0.0000000
0.1282500 0.0000000 1.6923750 0.7236841 0.0000000 -0.0000000
0.1283000 0.0000000 1.6924500 0.7236520 0.0000000 -0.0000000
0.1283500 0.0000000 1.6925250 0.7236200 0.0000000 -0.0000000
0.1284000 0.0000000 1.6926000 0.7235879 0.0000000 -0.0000000
0.1284500 0.0000000 1.6926750 0.7235558 0.0000000 -0.0000000
0.1285000 0.0000000 1.6927500 0.7235238 0.0000000 -0.0000000
0.1285500 0.0000000 1.6928250 0.7234917 0.0000000 -0.0000000
0.1286000 0.0000000 1.6929000 0.7234597 0.0000000 -0.0000000
0.1286500 0.0000000 1.6929750 0.7234276 0.0000000 -0.0000000
0.1287000 0.0000000 1.6930500 0.7233956 0.0000000 -0.0000000
0.1287500 0.0000000 1.6931250 0.7233635 0.0000000 -0.0000000
0.1288000 0.0000000 1.6932000 0.7233315 0.0000000 -0.0000000
0.1288500 0.0000000 1.6932750 0.7232994 0.0000000 -0.0000000
0.1289000 0.0000000 1.6933500 0.7232674 0.0000000 -0.0000000
0.1289500 0.0000000 1.6934250 0.7232354 0.0000000 -0.0000000
0.1290000 0.0000000 1.6935000 0.7232033 0.0000000 -0.0000000
0.1290500 0.0000000 1.6935750 0.7231713 0.0000000 -0.0000000
0.1291000 0.0000000 1.6936500 0.7231393 0.0000000 -0.0000000
0.1291500 0.0000000 1.6937250 0.7231073 0.0000000 -0.0000000
0.1292000 0.0000000 1.6938000 0.7230753 0.0000000 -0.0000000
0.1292500 0.0000000 1.6938750 0.7230432 0.0000000 -0.0000000
0.1293000 0.0000000 1.6939500 0.7230112 0.0000000 -0.0000000
0.1293500 0.0000000 1.6940250 0.7229792 0.0000000 -0.0000000
0.1294000 0.0000000 1.6941000 0.7229472 0.0000000 -0.0000000
0.1294500 0.0000000 1.6941750 0.7229152 0.0000000 -0.0000000
0.1295000 0.0000000 1.6942500 0.7228832 0.0000000 -0.0000000
0.1295500 0.0000000 1.6943250 0.7228512 0.0000000 -0.0000000
0.1296000 0.0000000 1.6944000 0.7228192 0.0000000 -0.0000000
0.1296500 0.0000000 1.6944750 0.7227872 0.0000000 -0.0000000
0.1297000 0.0000000 1.6945500 0.7227552 0.0000000 -0.0000000
0.1297500 0.0000000 1.6946250 0.7227232 0.0000000 -0.0000000
0.1298000 0.0000000 1.6947000 0.7226913 0.0000000 -0.0000000
0.1298500 0.0000000 1.6947750 0.7226593 0.0000000 -0.0000000
0.1299000 0.0000000 1.6948500 0.7226273 0.0000000 -0.0000000
0.1299500 0.0000000 1.6949250 0.7225953 0.0000000 -0.0000000
0.1300000 0.0000000 1.6950000 0.7225633 0.0000000 -0.0000000
0.1300500 0.0000000 1.6950750 0.7225314 0.0000000 -0.0000000
0.1301000 0.0000000 1.6951500 0.7224994 0.0000000 -0.0000000
0.1301500 0.0000000 1.6952250 0.7224674 0.0000000 -0.0000000
0.1302000 0.0000000 1.6953000 0.7224355 0.0000000 -0.0000000
0.1302500 0.0000000 1.6953750 0.7224035 0.0000000 -0.0000000
0.1303000 0.0000000 1.6954500 0.7223716 0.0000000 -0.0000000
0.1303500 0.0000000 1.6955250 0.7223396 0.0000000 -0.0000000
0.1304000 0.0000000 1.6956000 0.7223077 0.0000000 -0.0000000
0.1304500 0.0000000 1.6956750 0.7222757 0.0000000 -0.0000000
0.1305000 0.0000000 1.6957500 0.7222438 0.0000000 -0.0000000
0.1305500 0.0000000 1.6958250 0.7222118 0.0000000 -0.0000000
0.1306000 0.0000000 1.6959000 0.7221799 0.0000000 -0.0000000
0.1306500 0.0000000 1.6959750 0.7221480 0.0000000 -0.0000000
0.1307000 0.0000000 1.6960500 0.7221160 0.0000000 -0.0000000
0.1307500 0.0000000 1.6961250 0.7220841 0.0000000 -0.0000000
0.1308000 0.0000000 1.6962000 0.7220522 0.0000000 -0.0000000
0.1308500 0.0000000 1.6962750 0.7220202 0.0000000 -0.0000000
0.1309000 0.0000000 1.6963500 0.7219883 0.0000000 -0.0000000
0.1309500 0.0000000 1.6964250 0.7219564 0.0000000 -0.0000000
0.1310000 0.0000000 1.6965000 0.7219245 0.0000000 -0.0000000
0.1310500 0.0000000 1.6965750 0.7218926 0.0000000 -0.0000000
0.1311000 0.0000000 1.6966500 0.7218606 0.0000000 -0.0000000
0.1311500 0.0000000 1.6967250 0.7218287 0.0000000 -0.0000000
0.1312000 0.0000000 1.6968000 0.7217968 0.0000000 -0.0000000
0.1312500 0.0000000 1.6968750 0.7217649 0.0000000 -0.0000000
0.1313000 0.0000000 1.6969500 0.7217330 0.0000000 -0.0000000
0.1313500 0.0000000 1.6970250 0.7217011 0.0000000 -0.0000000
0.1314000 0.0000000 1.6971000 0.7216692 0.0000000 -0.0000000
0.1314500 0.0000000 1.6971750 0.7216374 0.0000000 -0.0000000
0.1315000 0.0000000 1.6972500 0.7216055 0.0000000 -0.0000000
0.1315500 0.0000000 1.6973250 0.7215736 0.0000000 -0.0000000
0.1316000 0.0000000 1.6974000 0.7215417 0.0000000 -0.0000000
0.1316500 0.0000000 1.6974750 0.7215098 0.0000000 -0.0000000
0.1317000 0.0000000 1.6975500 0.7214779 0.0000000 -0.0000000
0.1317500 0.0000000 1.6976250 0.7214461 0.0000000 -0.0000000
0.1318000 0.0000000 1.6977000 0.7214142 0.0000000 -0.0000000
0.1318500 0.0000000 1.6977750 0.7213823 0.0000000 -0.0000000
0.1319000 0.0000000 1.6978500 0.7213505 0.0000000 -0.0000000
0.1319500 0.0000000 1.6979250 0.7213186 0.0000000 -0.0000000
0.1320000 0.0000000 1.6980000 0.7212867 0.0000000 -0.0000000
0.1320500 0.0000000 1.6980750 0.7212549 0.0000000 -0.0000000
0.1321000 0.0000000 1.6981500 0.7212230 0.0000000 -0.0000000
0.1321500 0.0000000 1.6982250 0.7211912 0.0000000 -0.0000000
0.1322000 0.0000000 1.6983000 0.7211593 0.0000000 -0.0000000
0.1322500 0.0000000 1.6983750 0.7211275 0.0000000 -0.0000000
0.1323000 0.0000000 1.6984500 0.7210956 0.0000000 -0.0000000
0.1323500 0.0000000 1.6985250 0.7210638 0.0000000 -0.0000000
0.1324000 0.0000000 1.6986000 0.7210320 0.0000000 -0.0000000
0.1324500 0.0000000 1.6986750 0.7210001 0.0000000 -0.0000000
0.1325000 0.0000000 1.6987500 0.7209683 0.0000000 -0.0000000
0.1325500 0.0000000 1.6988250 0.7209365 0.0000000 -0.0000000
0.1326000 0.0000000 1.6989000 0.7209046 0.0000000 -0.0000000
0.1326500 0.0000000 1.6989750 0.7208728 0.0000000 -0.0000000
0.1327000 0.0000000 1.6990500 0.7208410 0.0000000 -0.0000000
0.1327500 0.0000000 1.6991250 0.7208092 0.0000000 -0.0000000
0.1328000 0.0000000 1.6992000 0.7207773 0.0000000 -0.0000000
0.1328500 0.0000000 1.6992750 0.7207455 0.0000000 -0.0000000
0.1329000 0.0000000 1.6993500 0.7207137 0.0000000 -0.0000000
0.1329500 0.0000000 1.6994250 0.7206819 0.0000000 -0.0000000
0.1330000 0.0000000 1.6995000 0.7206501 0.0000000 -0.0000000
0.1330500 0.0000000 1.6995750 0.7206183 0.0000000 -0.0000000
0.1331000 0.0000000 1.6996500 0.7205865 0.0000000 -0.0000000
0.1331500 0.0000000 1.6997250 0.7205547 0.0000000 -0.0000000
0.1332000 0.0000000 1.6998000 0.7205229 0.0000000 -0.0000000
0.1332500 0.0000000 1.6998750 0.7204911 0.0000000 -0.0000000
0.1333000 0.0000000 1.6999500 0.7204593 0.0000000 -0.0000000
0.1333500 0.0000000 1.7000250 0.7204276 0.0000000 -0.0000000
0.1334000 0.0000000 1.7001000 0.7203958 0.0000000 -0.0000000
0.1334500 0.0000000 1.7001750 0.7203640 0.0000000 -0.0000000
0.1335000 0.0000000 1.7002500 0.7203322 0.0000000 -0.0000000
0.1335500 0.0000000 1.7003250 0.7203005 0.0000000 -0.0000000
0.1336000 0.0000000 1.7004000 0.7202687 0.0000000 -0.0000000
0.1336500 0.0000000 1.7004750 0.7202369 0.0000000 -0.0000000
0.1337000 0.0000000 1.7005500 0.7202052 0.0000000 -0.0000000
0.1337500 0.0000000 1.7006250 0.7201734 0.0000000 -0.0000000
0.1338000 0.0000000 1.7007000 0.7201416 0.0000000 -0.0000000
0.1338500 0.0000000 1.7007750 0.7201099 0.0000000 -0.0000000
0.1339000 0.0000000 1.7008500 0.7200781 0.0000000 -0.0000000
0.1339500 0.0000000 1.7009250 0.7200464 0.0000000 -0.0000000
0.1340000 0.0000000 1.7010000 0.7200146 0.0000000 -0.0000000
0.1340500 0.0000000 1.7010750 0.7199829 0.0000000 -0.0000000
0.1341000 0.0000000 1.7011500 0.7199511 0.0000000 -0.0000000
0.1341500 0.0000000 1.7012250 0.7199194 0.0000000 -0.0000000
0.1342000 0.0000000 1.7013000 0.7198877 0.0000000 -0.0000000
0.1342500 0.0000000 1.7013750 0.7198559 0.0000000 -0.0000000
0.1343000 0.0000000 1.7014500 0.7198242 0.0000000 -0.0000000
0.1343500 0.0000000 1.7015250 0.7197925 0.0000000 -0.0000000
0.1344000 0.0000000 1.7016000 0.7197607 0.0000000 -0.0000000
0.1344500 0.0000000 1.7016750 0.7197290 0.0000000 -0.0000000
0.1345000 0.0000000 1.7017500 0.7196973 0.0000000 -0.0000000
0.1345500 0.0000000 1.7018250 0.7196656 0.0000000 -0.0000000
0.1346000 0.0000000 1.7019000 0.7196339 0.0000000 -0.0000000
0.1346500 0.0000000 1.7019750 0.7196022 0.0000000 -0.0000000
0.1347000 0.0000000 1.7020500 0.7195704 0.0000000 -0.0000000
0.1347500 0.0000000 1.7021250 0.7195387 0.0000000 -0.0000000
0.1348000 0.0000000 1.7022000 0.7195070 0.0000000 -0.0000000
0.1348500 0.0000000 1.7022750 0.7194753 0.0000000 -0.0000000
0.1349000 0.0000000 1.7023500 0.7194436 0.0000000 -0.0000000
0.1349500 0.0000000 1.7024250 0.7194119 0.0000000 -0.0000000
0.1350000 0.0000000 1.7025000 0.7193802 0.0000000 -0.0000000
0.1350500 0.0000000 1.7025750 0.7193486 0.0000000 -0.0000000
0.1351000 0.0000000 1.7026500 0.7193169 0.0000000 -0.0000000
0.1351500 0.0000000 1.7027250 0.7192852 0.0000000 -0.0000000
0.1352000 0.0000000 1.7028000 0.7192535 0.0000000 -0.0000000
0.1352500 0.0000000 1.7028750 0.7192218 0.0000000 -0.0000000
0.1353000 0.0000000 1.7029500 0.7191902 0.0000000 -0.0000000
0.1353500 0.0000000 1.7030250 0.7191585 0.0000000 -0.0000000
0.1354000 0.0000000 1.7031000 0.7191268 0.0000000 -0.0000000
0.1354500 0.0000000 1.7031750 0.7190951 0.0000000 -0.0000000
0.1355000 0.0000000 1.7032500 0.7190635 0.0000000 -0.0000000
0.1355500 0.0000000 1.7033250 0.7190318 0.0000000 -0.0000000
0.1356000 0.0000000 1.7034000 0.7190002 0.0000000 -0.0000000
0.1356500 0.0000000 1.7034750 0.7189685 0.0000000 -0.0000000
0.1357000 0.0000000 1.7035500 0.7189369 0.0000000 -0.0000000
0.1357500 0.0000000 1.7036250 0.7189052 0.0000000 -0.0000000
0.1358000 0.0000000 1.7037000 0.7188736 0.0000000 -0.0000000
0.1358500 0.0000000 1.7037750 0.7188419 0.0000000 -0.0000000
0.1359000 0.0000000 1.7038500 0.7188103 0.0000000 -0.0000000
0.1359500 0.0000000 1.7039250 0.7187786 0.0000000 -0.0000000
0.1360000 0.0000000 1.7040000 0.7187470 0.0000000 -0.0000000
0.1360500 0.0000000 1.7040750 0.7187154 0.0000000 -0.0000000
0.1361000 0.0000000 1.7041500 0.7186837 0.0000000 -0.0000000
0.1361500 0.0000000 1.7042250 0.7186521 0.0000000 -0.0000000
0.1362000 0.0000000 1.7043000 0.7186205 0.0000000 -0.0000000
0.1362500 0.0000000 1.7043750 0.7185889 0.0000000 -0.0000000
0.1363000 0.0000000 1.7044500 0.7185572 0.0000000 -0.0000000
0.1363500 0.0000000 1.7045250 0.7185256 0.0000000 -0.0000000
0.1364000 0.0000000 1.7046000 0.7184940 0.0000000 -0.0000000
0.1364500 0.0000000 1.7046750 0.7184624 0.0000000 -0.0000000
0.1365000 0.0000000 1.7047500 0.7184308 0.0000000 -0.0000000
0.1365500 0.0000000 1.7048250 0.7183992 0.0000000 -0.0000000
0.1366000 0.0000000 1.7049000 0.7183676 0.0000000 -0.0000000
0.1366500 0.0000000 1.7049750 0.7183360 0.0000000 -0.0000000
0.1367000 0.0000000 1.7050500 0.7183044 0.0000000 -0.0000000
0.1367500 0.0000000 1.7051250 0.7182728 0.0000000 -0.0000000
0.1368000 0.0000000 1.7052000 0.7182412 0.0000000 -0.0000000
0.1368500 0.0000000 1.7052750 0.7182096 0.0000000 -0.0000000
0.1369000 0.0000000 1.7053500 0.7181780 0.0000000 -0.0000000
0.1369500 0.0000000 1.7054250 0.7181464 0.0000000 -0.0000000
0.1370000 0.0000000 1.7055000 0.7181148 0.0000000 -0.0000000
0.1370500 0.0000000 1.7055750 0.7180833 0.0000000 -0.0000000
0.1371000 0.0000000 1.7056500 0.7180517 0.0000000 -0.0000000
0.1371500 0.0000000 1.7057250 0.7180201 0.0000000 -0.0000000
0.1372000 0.0000000 1.7058000 0.7179886 0.0000000 -0.0000000
0.1372500 0.0000000 1.7058750 0.7179570 0.0000000 -0.0000000
0.1373000 0.0000000 1.7059500 0.7179254 0.0000000 -0.0000000
0.1373500 0.0000000 1.7060250 0.7178939 0.0000000 -0.0000000
0.1374000 0.0000000 1.7061000 0.7178623 0.0000000 -0.0000000
0.1374500 0.0000000 1.7061750 0.7178307 0.0000000 -0.0000000
0.1375000 0.0000000 1.7062500 0.7177992 0.0000000 -0.0000000
0.1375500 0.0000000 1.7063250 0.7177676 0.0000000 -0.0000000
0.1376000 0.0000000 1.7064000 0.7177361 0.0000000 -0.0000000
0.1376500 0.0000000 1.7064750 0.7177045 0.0000000 -0.0000000
0.1377000 0.0000000 1.7065500 0.7176730 0.0000000 -0.0000000
0.1377500 0.0000000 1.7066250 0.7176415 0.0000000 -0.0000000
0.1378000 0.0000000 1.7067000 0.7176099 0.0000000 -0.0000000
0.1378500 0.0000000 1.7067750 0.7175784 0.0000000 -0.0000000
0.1379000 0.0000000 1.7068500 0.7175469 0.0000000 -0.0000000
0.1379500 0.0000000 1.7069250 0.7175153 0.0000000 -0.0000000
0.1380000 0.0000000 1.7070000 0.7174838 0.0000000 -0.0000000
0.1380500 0.0000000 1.7070750 0.7174523 0.0000000 -0.0000000
0.1381000 0.0000000 1.7071500 0.7174208 0.0000000 -0.0000000
0.1381500 0.0000000 1.7072250 0.7173893 0.0000000 -0.0000000
0.1382000 0.0000000 1.7073000 0.7173577 0.0000000 -0.0000000
0.1382500 0.0000000 1.7073750 0.7173262 0.0000000 -0.0000000
0.1383000 0.0000000 1.7074500 0.7172947 0.0000000 -0.0000000
0.1383500 0.0000000 1.7075250 0.7172632 0.0000000 -0.0000000
0.1384000 0.0000000 1.7076000 0.7172317 0.0000000 -0.0000000
0.1384500 0.0000000 1.7076750 0.7172002 0.0000000 -0.0000000
0.1385000 0.0000000 1.7077500 0.7171687 0.0000000 -0.0000000
0.1385500 0.0000000 1.7078250 0.7171372 0.0000000 -0.0000000
0.1386000 0.0000000 1.7079000 0.7171057 0.0000000 -0.0000000
0.1386500 0.0000000 1.7079750 0.7170742 0.0000000 -0.0000000
0.1387000 0.0000000 1.7080500 0.7170428 0.0000000 -0.0000000
0.1387500 0.0000000 1.7081250 0.7170113 0.0000000 -0.0000000
0.1388000 0.0000000 1.7082000 0.7169798 0.0000000 -0.0000000
0.1388500 0.0000000 1.7082750 0.7169483 0.0000000 -0.0000000
0.1389000 0.0000000 1.7083500 0.7169168 0.0000000 -0.0000000
0.1389500 0.0000000 1.7084250 0.7168854 0.0000000 -0.0000000
0.1390000 0.0000000 1.7085000 0.7168539 0.0000000 -0.0000000
0.1390500 0.0000000 1.7085750 0.7168224 0.0000000 -0.0000000
0.1391000 0.0000000 1.7086500 0.7167910 0.0000000 -0.0000000
0.1391500 0.0000000 1.7087250 0.7167595 0.0000000 -0.0000000
0.1392000 0.0000000 1.7088000 0.7167280 0.0000000 -0.0000000
0.1392500 0.0000000 1.7088750 0.7166966 0.0000000 -0.0000000
0.1393000 0.0000000 1.7089500 0.7166651 0.0000000 -0.0000000
0.1393500 0.0000000 1.7090250 0.7166337 0.0000000 -0.0000000
0.1394000 0.0000000 1.7091000 0.7166022 0.0000000 -0.0000000
0.1394500 0.0000000 1.7091750 0.7165708 0.0000000 -0.0000000
0.1395000 0.0000000 1.7092500 0.7165393 0.0000000 -0.0000000
0.1395500 0.0000000 1.7093250 0.7165079 0.0000000 -0.0000000
0.1396000 0.0000000 1.7094000 0.7164765 0.0000000 -0.0000000
0.1396500 0.0000000 1.7094750 0.7164450 0.0000000 -0.0000000
0.1397000 0.0000000 1.7095500 0.7164136 0.0000000 -0.0000000
0.1397500 0.0000000 1.7096250 0.7163822 0.0000000 -0.0000000
0.1398000 0.0000000 1.7097000 0.7163507 0.0000000 -0.0000000
0.1398500 0.0000000 1.7097750 0.7163193 0.0000000 -0.0000000
0.1399000 0.0000000 1.7098500 0.7162879 0.0000000 -0.0000000
0.1399500 0.0000000 1.7099250 0.7162565 0.0000000 -0.0000000
0.1400000 0.0000000 1.7100000 0.7162251 0.0000000 -0.0000000
0.1400500 0.0000000 1.7100750 0.7161937 0.0000000 -0.0000000
0.1401000 0.0000000 1.7101500 0.7161622 0.0000000 -0.0000000
0.1401500 0.0000000 1.7102250 0.7161308 0.0000000 -0.0000000
0.1402000 0.0000000 1.7103000 0.7160994 0.0000000 -0.0000000
0.1402500 0.0000000 1.7103750 0.7160680 0.0000000 -0.0000000
0.1403000 0.0000000 1.7104500 0.7160366 0.0000000 -0.0000000
0.1403500 0.0000000 1.7105250 0.7160052 0.0000000 -0.0000000
0.1404000 0.0000000 1.7106000 0.7159739 0.0000000 -0.0000000
0.1404500 0.0000000 1.7106750 0.7159425 0.0000000 -0.0000000
0.1405000 0.0000000 1.7107500 0.7159111 0.0000000 -0.0000000
0.1405500 0.0000000 1.7108250 0.7158797 0.0000000 -0.0000000
0.1406000 0.0000000 1.7109000 0.7158483 0.0000000 -0.0000000
0.1406500 0.0000000 1.7109750 0.7158169 0.0000000 -0.0000000
0.1407000 0.0000000 1.7110500 0.7157856 0.0000000 -0.0000000
0.1407500 0.0000000 1.7111250 0.7157542 0.0000000 -0.0000000
0.1408000 0.0000000 1.7112000 0.7157228 0.0000000 -0.0000000
0.1408500 0.0000000 1.7112750 0.7156914 0.0000000 -0.0000000
0.1409000 0.0000000 1.7113500 0.7156601 0.0000000 -0.0000000
0.1409500 0.0000000 1.7114250 0.7156287 0.0000000 -0.0000000
0.1410000 0.0000000 1.7115000 0.7155974 0.0000000 -0.0000000
0.1410500 0.0000000 1.7115750 0.7155660 0.0000000 -0.0000000
0.1411000 0.0000000 1.7116500 0.7155346 0.0000000 -0.0000000
0.1411500 0.0000000 1.7117250 0.7155033 0.0000000 -0.0000000
0.1412000 0.0000000 1.7118000 0.7154719 0.0000000 -0.0000000
0.1412500 0.0000000 1.7118750 0.7154406 0.0000000 -0.0000000
0.1413000 0.0000000 1.7119500 0.7154093 0.0000000 -0.0000000
0.1413500 0.0000000 1.7120250 0.7153779 0.0000000 -0.0000000
0.1414000 0.0000000 1.7121000 0.7153466 0.0000000 -0.0000000
0.1414500 0.0000000 1.7121750 0.7153152 0.0000000 -0.0000000
0.1415000 0.0000000 1.7122500 0.7152839 0.0000000 -0.0000000
0.1415500 0.0000000 1.7123250 0.7152526 0.0000000 -0.0000000
0.1416000 0.0000000 1.7124000 0.7152213 0.0000000 -0.0000000
0.1416500 0.0000000 1.7124750 0.7151899 0.0000000 -0.0000000
0.1417000 0.0000000 1.7125500 0.7151586 0.0000000 -0.0000000
0.1417500 0.0000000 1.7126250 0.7151273 0.0000000 -0.0000000
0.1418000 0.0000000 1.7127000 0.7150960 0.0000000 -0.0000000
0.1418500 0.0000000 1.7127750 0.7150647 0.0000000 -0.0000000
0.1419000 0.0000000 1.7128500 0.7150333 0.0000000 -0.0000000
0.1419500 0.0000000 1.7129250 0.7150020 0.0000000 -0.0000000
0.1420000 0.0000000 1.7130000 0.7149707 0.0000000 -0.0000000
0.1420500 0.0000000 1.7130750 0.7149394 0.0000000 -0.0000000
0.1421000 0.0000000 1.7131500 0.7149081 0.0000000 -0.0000000
0.1421500 0.0000000 1.7132250 0.7148768 0.0000000 -0.0000000
0.1422000 0.0000000 1.7133000 0.7148455 0.0000000 -0.0000000
0.1422500 0.0000000 1.7133750 0.7148143 0.0000000 -0.0000000
0.1423000 0.0000000 1.7134500 0.7147830 0.0000000 -0.0000000
0.1423500 0.0000000 1.7135250 0.7147517 0.0000000 -0.0000000
0.1424000 0.0000000 1.7136000 0.7147204 0.0000000 -0.0000000
0.1424500 0.0000000 1.7136750 0.7146891 0.0000000 -0.0000000
0.1425000 0.0000000 1.7137500 0.7146578 0.0000000 -0.0000000
0.1425500 0.0000000 1.7138250 0.7146266 0.0000000 -0.0000000
0.1426000 0.0000000 1.7139000 0.7145953 0.0000000 -0.0000000
0.1426500 0.0000000 1.7139750 0.7145640 0.0000000 -0.0000000
0.1427000 0.0000000 1.7140500 0.7145328 0.0000000 -0.0000000
0.1427500 0.0000000 1.7141250 0.7145015 0.0000000 -0.0000000
0.1428000 0.0000000 1.7142000 0.7144702 0.0000000 -0.0000000
0.1428500 0.0000000 1.7142750 0.7144390 0.0000000 -0.0000000
0.1429000 0.0000000 1.7143500 0.7144077 0.0000000 -0.0000000
0.1429500 0.0000000 1.7144250 0.7143765 0.0000000 -0.0000000
0.1430000 0.0000000 1.7145000 0.7143452 0.0000000 -0.0000000
0.1430500 0.0000000 1.7145750 0.7143140 0.0000000 -0.0000000
0.1431000 0.0000000 1.7146500 0.7142827 0.0000000 -0.0000000
0.1431500 0.0000000 1.7147250 0.7142515 0.0000000 -0.0000000
0.1432000 0.0000000 1.7148000 0.7142202 0.0000000 -0.0000000
0.1432500 0.0000000 1.7148750 0.7141890 0.0000000 -0.0000000
0.1433000 0.0000000 1.7149500 0.7141578 0.0000000 -0.0000000
0.1433500 0.0000000 1.7150250 0.7141265 0.0000000 -0.0000000
0.1434000 0.0000000 1.7151000 0.7140953 0.0000000 -0.0000000
0.1434500 0.0000000 1.7151750 0.7140641 0.0000000 -0.0000000
0.1435000 0.0000000 1.7152500 0.7140329 0.0000000 -0.0000000
0.1435500 0.0000000 1.7153250 0.7140016 0.0000000 -0.0000000
0.1436000 0.0000000 1.7154000 0.7139704 0.0000000 -0.0000000
0.1436500 0.0000000 1.7154750 0.7139392 0.0000000 -0.0000000
0.1437000 0.0000000 1.7155500 0.7139080 0.0000000 -0.0000000
0.1437500 0.0000000 1.7156250 0.7138768 0.0000000 -0.0000000
0.1438000 0.0000000 1.7157000 0.7138456 0.0000000 -0.0000000
0.1438500 0.0000000 1.7157750 0.7138144 0.0000000 -0.0000000
0.1439000 0.0000000 1.7158500 0.7137832 0.0000000 -0.0000000
0.1439500 0.0000000 1.7159250 0.7137520 0.0000000 -0.0000000
0.1440000 0.0000000 1.7160000 0.7137208 0.0000000 -0.0000000
0.1440500 0.0000000 1.7160750 0.7136896 0.0000000 -0.0000000
0.1441000 0.0000000 1.7161500 0.7136584 0.0000000 -0.0000000
