method,assembly,fieldSource,time,interfaceFaces,heartPhiE_L1,heartPhiE_L2,heartPhiE_Linf,bathPhiE_L1,bathPhiE_L2,bathPhiE_Linf,x0PhiE_L1,x0PhiE_L2,x0PhiE_Linf,x1PhiE_L1,x1PhiE_L2,x1PhiE_Linf,x0TraceJump_L1,x0TraceJump_L2,x0TraceJump_Linf,x1TraceJump_L1,x1TraceJump_L2,x1TraceJump_Linf,x0HeartFlux_L1,x0HeartFlux_L2,x0HeartFlux_Linf,x0BathFlux_L1,x0BathFlux_L2,x0BathFlux_Linf,x0FluxJump_L1,x0FluxJump_L2,x0FluxJump_Linf,x1HeartFlux_L1,x1HeartFlux_L2,x1HeartFlux_Linf,x1BathFlux_L1,x1BathFlux_L2,x1BathFlux_Linf,x1FluxJump_L1,x1FluxJump_L2,x1FluxJump_Linf,x0IntracellularLeak_L1,x0IntracellularLeak_L2,x0IntracellularLeak_Linf,x1IntracellularLeak_L1,x1IntracellularLeak_L2,x1IntracellularLeak_Linf,x0IntracellularLeakIntegral,x1IntracellularLeakIntegral,x0AssembledFlux_L1,x0AssembledFlux_L2,x0AssembledFlux_Linf,x1AssembledFlux_L1,x1AssembledFlux_L2,x1AssembledFlux_Linf,x0CorrectionFlux_L1,x0CorrectionFlux_L2,x0CorrectionFlux_Linf,x1CorrectionFlux_L1,x1CorrectionFlux_L2,x1CorrectionFlux_Linf,x0OrthogonalFlux_L1,x0OrthogonalFlux_L2,x0OrthogonalFlux_Linf,x1OrthogonalFlux_L1,x1OrthogonalFlux_L2,x1OrthogonalFlux_Linf,exactHeartInterfaceResidual_L1,exactHeartInterfaceResidual_L2,exactHeartInterfaceResidual_Linf,exactHeartBulkResidual_L1,exactHeartBulkResidual_L2,exactHeartBulkResidual_Linf,exactBathInterfaceResidual_L1,exactBathInterfaceResidual_L2,exactBathInterfaceResidual_Linf,exactBathBulkResidual_L1,exactBathBulkResidual_L2,exactBathBulkResidual_Linf,exactHeartInterfaceLhsError_L1,exactHeartInterfaceLhsError_L2,exactHeartInterfaceLhsError_Linf,exactHeartBulkLhsError_L1,exactHeartBulkLhsError_L2,exactHeartBulkLhsError_Linf,exactHeartInterfaceRhsError_L1,exactHeartInterfaceRhsError_L2,exactHeartInterfaceRhsError_Linf,exactHeartBulkRhsError_L1,exactHeartBulkRhsError_L2,exactHeartBulkRhsError_Linf,matchedHeartInterfaceResidual_L1,matchedHeartInterfaceResidual_L2,matchedHeartInterfaceResidual_Linf,matchedHeartBulkResidual_L1,matchedHeartBulkResidual_L2,matchedHeartBulkResidual_Linf,matchedBathInterfaceResidual_L1,matchedBathInterfaceResidual_L2,matchedBathInterfaceResidual_Linf,matchedBathBulkResidual_L1,matchedBathBulkResidual_L2,matchedBathBulkResidual_Linf,xMinPhiE_L1,xMinPhiE_L2,xMinPhiE_Linf,xMaxFlux_L1,xMaxFlux_L2,xMaxFlux_Linf,sidesFlux_L1,sidesFlux_L2,sidesFlux_Linf,exteriorFluxIntegral
distanceWeightedHarmonic,matchedSubmesh,numerical,0.0201794,3200,0.000748421,0.000761587,0.000949367,0.000749292,0.00105932,0.00150354,0.00135244,0.00135244,0.00135244,0.000147644,0.000147644,0.000147644,0.000560375,0.000560375,0.000560375,0.00055466,0.000554668,0.00056625,5.11527e-05,5.11527e-05,5.11527e-05,3.48948e-07,3.48948e-07,3.48948e-07,5.08037e-05,5.08037e-05,5.08037e-05,2.71466e-05,2.71466e-05,2.71466e-05,1.00152e-05,1.02394e-05,1.78918e-05,3.49372e-05,3.55634e-05,3.6954e-05,9.36205e-05,9.36205e-05,9.36205e-05,4.45812e-05,4.45812e-05,4.45812e-05,9.36205e-05,-4.45812e-05,1.22967e-08,1.22967e-08,1.22967e-08,3.68092e-06,3.68092e-06,3.68092e-06,1.04782e-19,3.6343e-19,1.26053e-18,2.87109e-34,3.2508e-33,5.9274e-32,1.22967e-08,1.22967e-08,1.22967e-08,3.68092e-06,3.68092e-06,3.68092e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7075e-09,2.7075e-09,2.7075e-09,0,0,0,4.61654e-09
