metric,serial,parallel,absoluteDifference,tolerance,pass
interfaceFaces,7412.0,7412.0,0.0,7.41201e-05,True
heartPhiE_L1,0.000584696,0.000584696,0.0,1.0584696e-10,True
heartPhiE_L2,0.000625602,0.000625602,0.0,1.0625602e-10,True
heartPhiE_Linf,0.0521381,0.0521381,0.0,6.21381e-10,True
bathPhiE_L1,0.00059834,0.00059834,0.0,1.059834e-10,True
bathPhiE_L2,0.000841528,0.000841528,0.0,1.0841528e-10,True
bathPhiE_Linf,0.0233866,0.0233866,0.0,3.33866e-10,True
x0PhiE_L1,0.000913854,0.000913854,0.0,1.0913854000000001e-10,True
x0PhiE_L2,0.00127815,0.00127815,0.0,1.1278150000000001e-10,True
x0PhiE_Linf,0.0342549,0.0342549,0.0,4.42549e-10,True
x1PhiE_L1,0.000446081,0.000446081,0.0,1.0446081000000001e-10,True
x1PhiE_L2,0.00113456,0.00113456,0.0,1.113456e-10,True
x1PhiE_Linf,0.0325196,0.0325196,0.0,4.2519600000000006e-10,True
x0TraceJump_L1,0.00018824,0.00018824,0.0,1.018824e-10,True
x0TraceJump_L2,0.000213379,0.000213379,0.0,1.0213379e-10,True
x0TraceJump_Linf,0.00249504,0.00249504,0.0,1.249504e-10,True
x1TraceJump_L1,0.000194678,0.000194678,0.0,1.0194678000000001e-10,True
x1TraceJump_L2,0.000217113,0.000217113,0.0,1.0217113e-10,True
x1TraceJump_Linf,0.00223059,0.00223059,0.0,1.223059e-10,True
x0HeartFlux_L1,0.000420187,0.000420187,0.0,1.0420187e-10,True
x0HeartFlux_L2,0.000917391,0.000917391,0.0,1.0917391e-10,True
x0HeartFlux_Linf,0.0166082,0.0166082,0.0,2.66082e-10,True
x0BathFlux_L1,0.00011111,0.00011111,0.0,1.011111e-10,True
x0BathFlux_L2,0.000228851,0.000228851,0.0,1.0228851000000001e-10,True
x0BathFlux_Linf,0.00405732,0.00405732,0.0,1.405732e-10,True
x0FluxJump_L1,0.000389551,0.000389551,0.0,1.0389551e-10,True
x0FluxJump_L2,0.00109088,0.00109088,0.0,1.109088e-10,True
x0FluxJump_Linf,0.0203354,0.0203354,0.0,3.0335400000000003e-10,True
x1HeartFlux_L1,0.000443023,0.000443023,0.0,1.0443023e-10,True
x1HeartFlux_L2,0.000882109,0.000882109,0.0,1.0882109e-10,True
x1HeartFlux_Linf,0.0132149,0.0132149,0.0,2.32149e-10,True
x1BathFlux_L1,0.000118689,0.000118689,0.0,1.0118689e-10,True
x1BathFlux_L2,0.000183682,0.000183682,0.0,1.0183682000000001e-10,True
x1BathFlux_Linf,0.00245364,0.00245364,0.0,1.245364e-10,True
x1FluxJump_L1,0.000402333,0.000402333,0.0,1.0402333e-10,True
x1FluxJump_L2,0.00096739,0.00096739,0.0,1.0967390000000001e-10,True
x1FluxJump_Linf,0.014299,0.014299,0.0,2.4299e-10,True
x0IntracellularLeak_L1,0.00050823,0.00050823,0.0,1.0508230000000001e-10,True
x0IntracellularLeak_L2,0.00126631,0.00126631,0.0,1.1266310000000001e-10,True
x0IntracellularLeak_Linf,0.0242523,0.0242523,0.0,3.4252300000000005e-10,True
x1IntracellularLeak_L1,0.000535265,0.000535265,0.0,1.0535265000000001e-10,True
x1IntracellularLeak_L2,0.000999037,0.000999037,0.0,1.0999037e-10,True
x1IntracellularLeak_Linf,0.0142947,0.0142947,0.0,2.42947e-10,True
x0IntracellularLeakIntegral,0.000496897,0.000496897,0.0,1.0496897e-10,True
x1IntracellularLeakIntegral,-0.000534264,-0.000534264,0.0,1.0534264000000001e-10,True
x0AssembledFlux_L1,0.000837517,0.000837517,0.0,1.0837517000000001e-10,True
x0AssembledFlux_L2,0.00254902,0.00254902,0.0,1.254902e-10,True
x0AssembledFlux_Linf,0.0850267,0.0850267,0.0,9.50267e-10,True
x1AssembledFlux_L1,0.000850664,0.000850664,0.0,1.0850664000000001e-10,True
x1AssembledFlux_L2,0.00255827,0.00255827,0.0,1.255827e-10,True
x1AssembledFlux_Linf,0.0701351,0.0701351,0.0,8.01351e-10,True
x0CorrectionFlux_L1,0.000211978,0.000211978,0.0,1.0211978000000001e-10,True
x0CorrectionFlux_L2,0.000593799,0.000593799,0.0,1.0593799e-10,True
x0CorrectionFlux_Linf,0.0226399,0.0226399,0.0,3.26399e-10,True
x1CorrectionFlux_L1,0.000218813,0.000218813,0.0,1.0218813e-10,True
x1CorrectionFlux_L2,0.000750153,0.000750153,0.0,1.0750153000000001e-10,True
x1CorrectionFlux_Linf,0.0361757,0.0361757,0.0,4.61757e-10,True
x0OrthogonalFlux_L1,0.000739712,0.000739712,0.0,1.0739712e-10,True
x0OrthogonalFlux_L2,0.00241027,0.00241027,0.0,1.241027e-10,True
x0OrthogonalFlux_Linf,0.083482,0.083482,0.0,9.3482e-10,True
x1OrthogonalFlux_L1,0.000750861,0.000750861,0.0,1.0750861000000001e-10,True
x1OrthogonalFlux_L2,0.00244058,0.00244058,0.0,1.244058e-10,True
x1OrthogonalFlux_Linf,0.070514,0.070514,0.0,8.051399999999999e-10,True
xMinPhiE_L1,0.0,0.0,0.0,1e-10,True
xMinPhiE_L2,0.0,0.0,0.0,1e-10,True
xMinPhiE_Linf,0.0,0.0,0.0,1e-10,True
xMaxFlux_L1,2.7075e-09,2.7075e-09,0.0,1.00000027075e-10,True
xMaxFlux_L2,2.7075e-09,2.7075e-09,0.0,1.00000027075e-10,True
xMaxFlux_Linf,2.7075e-09,2.7075e-09,0.0,1.00000027075e-10,True
sidesFlux_L1,0.0,0.0,0.0,1e-10,True
sidesFlux_L2,0.0,0.0,0.0,1e-10,True
sidesFlux_Linf,0.0,0.0,0.0,1e-10,True
exteriorFluxIntegral,2.89104e-09,2.89104e-09,0.0,1.000000289104e-10,True
